chrom	classifiedWinEnd	Species	classifiedWinStart.x	beta	sample.x	classifiedWinStart.y	bigWinRange	pi	theta	TajimaD	distVar	distSkew	distKurt	nDiplos	H1	H12	H2.H1	ZnS	omega	sample.y	NORMPOS
III	8250000	C.remanei	8200000	1.48288	CR	8150001	8200001-8300000	0.00696353767919177	0.00654250711115236	0.254692757566347	1.17289435346318e-05	-0.906274146064368	0.586761388008048	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.16527154	1.54215961035763	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.461464911131087
III	8350000	C.elegans	8300000	0.277941	CE	8250001	8300001-8400000	0.000145855661486276	7.53255042718882e-05	3.02343734508719	2.3245970451206e-08	0.0940498126693583	-1.98438766857817	5	0.385204081632653	0.74234693877551	0.350993377483444	0.010228532	1.32899490189815	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.591840287326764
III	8350000	C.remanei	8300000	1.81614	CR	8250001	8300001-8400000	0.00669811435589837	0.00714045528704435	-0.245177653453814	2.63803620667248e-05	-0.196989246948655	-1.26991723242532	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.2087155	3.05520495871725	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.467058425205404
III	8450000	C.elegans	8400000	0.385325	CE	8350001	8400001-8500000	0.000273789957844858	0.000131780391764798	3.67273236159874	8.14536025376962e-08	0.0940309256793443	-1.98749968705839	6	0.290816326530612	0.545918367346939	0.56140350877193	0.017824812	1.42960523997954	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.59892819495942
III	8450000	C.remanei	8400000	1.29193	CR	8350001	8400001-8500000	0.00750114179958597	0.00685368442091142	0.37388329813532	1.22926664645089e-05	-1.21877541171648	1.87637322769213	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.16070214	1.40903272594218	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.47265193927972
III	850000	C.elegans	800000	0.131345	CE	750001	800001-900000	5.16060493161186e-05	2.4925163034474e-05	2.93512757011831	6.25144532242491e-10	0.20312657686114	-1.13317483666283	6	0.219387755102041	0.380102040816326	0.52906976744186	0.00644359	0.60135240229256	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.0602472148775748
III	8550000	C.elegans	8500000	0.132971	CE	8450001	8500001-8600000	0.00017854587053468	8.38335755568445e-05	3.73920357069012	3.18106596570166e-08	0.0958582824678956	-1.9676565587873	4	0.267857142857143	0.446428571428572	0.523809523809524	-0.025645982	1.12956320041918	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.606016102592076
III	8550000	C.remanei	8500000	1.10284	CR	8450001	8500001-8600000	0.00588057436087012	0.0066288189795103	-0.446718584707042	7.35546182761477e-06	-0.530089209079228	0.508834683745141	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.104540974	1.67516998548343	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.478245453354036
III	8650000	C.elegans	8600000	0.648878	CE	8550001	8600001-8700000	0.000420084717084612	0.000195600867533301	3.98594208195669	2.01908572366259e-07	0.0953462589245593	-1.99090909090909	2	0.540816326530612	1	0.235849056603774	0.007518797	1	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.613104010224732
III	8650000	C.remanei	8600000	0.997551	CR	8550001	8600001-8700000	0.00619174504074016	0.00605814513003942	0.0872680023207055	9.47400958264573e-06	-0.665293983513243	-0.251883186219052	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.10739626	2.02838412425444	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.483838967428352
III	8750000	C.elegans	8700000	1.03255	CE	8650001	8700001-8800000	0.000611070714608247	0.000286819687362132	3.97735594359718	4.16842244003179e-07	0.0951120649113398	-1.99033698507954	5	0.275510204081633	0.505102040816327	0.537037037037037	0.5430037	1.01825992750156	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.620191917857388
III	8750000	C.remanei	8700000	1.11749	CR	8650001	8700001-8800000	0.00541593353718604	0.00627738159615757	-0.543004286024792	1.31372368214733e-05	0.231863907498816	-1.2739818804863	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.13498309	2.04876475027449	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.489432481502668
III	8850000	C.elegans	8800000	0.375968	CE	8750001	8800001-8900000	0.000428112018365305	0.000206479719970585	3.71543266666401	2.0191147981704e-07	0.0957055123826853	-1.98733958156191	6	0.25	0.428571428571429	0.489795918367347	0.13453305	1.17198924945438	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.627279825490044
III	8850000	C.remanei	8800000	1.38941	CR	8750001	8800001-8900000	0.0084147012874361	0.00743921578439091	0.519017258048676	1.02682086633861e-05	-1.24430306305039	2.41569935963512	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.08281396	1.43500337139736	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.495025995576985
III	8950000	C.elegans	8900000	0.277656	CE	8850001	8900001-9000000	0.000197958389146601	9.21738665507582e-05	3.80739670308249	4.4836201930062e-08	0.095346258924559	-1.99090909090909	2	0.540816326530612	1	0.235849056603774	0.011764706	1	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.6343677331227
III	8950000	C.remanei	8900000	1.03709	CR	8850001	8900001-9000000	0.00633357757964668	0.00683738885998272	-0.291617684740548	1.24476687925151e-05	0.185787039701448	-0.385995497739064	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.13512744	1.30434564123466	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.500619509651301
III	9050000	C.elegans	9000000	0.459353	CE	8950001	9000001-9100000	0.000311184578037035	0.00015415633183856	3.50405490555287	8.6595663770979e-08	0.0939922350857943	-1.94748247612873	12	0.14030612244898	0.229591836734694	0.554545454545455	0.0041439957	1.43551495189776	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.641455640755355
III	9050000	C.remanei	9000000	1.62497	CR	8950001	9000001-9100000	0.00512336469397718	0.00596175867472366	-0.556503154064487	1.19638305086006e-05	0.616945562421371	0.212937944245847	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.10684518	2.04170660330118	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.506213023725617
III	9150000	C.elegans	9100000	1.84416	CE	9050001	9100001-9200000	0.00020971934316708	9.75574963514958e-05	3.85977153381387	2.87194879308761e-08	0.09522251961791	-1.98569327107751	5	0.306122448979592	0.538265306122449	0.295833333333333	0.07795107	1.88527037357255	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.648543548388011
III	9150000	C.remanei	9100000	2.10001	CR	9050001	9100001-9200000	0.00918153236003556	0.00780854311247195	0.695996200370203	1.72192986230492e-05	-0.641019063523977	-0.293292291103819	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.055703953	2.3984126157595	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.511806537799933
III	9250000	C.elegans	9200000	0.0559121	CE	9150001	9200001-9300000	0.000175784111069516	8.18490252689724e-05	3.78900549692129	3.53541360110063e-08	0.0953462589245592	-1.99090909090909	2	0.540816326530612	1	0.235849056603774	-0.030303031	1	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.655631456020667
III	9250000	C.remanei	9200000	0.882499	CR	9150001	9200001-9300000	0.00890339377908449	0.00875707470917236	0.066146387919871	1.72749865461588e-05	-1.07854030928358	0.710717646490956	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.08881931	1.42439247087479	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.51740005187425
III	9350000	C.elegans	9300000	0.140645	CE	9250001	9300001-9400000	0.000111974055636027	5.20883060369982e-05	3.64513739132996	1.4211707552024e-08	0.0943419288498162	-1.98982740918521	3	0.497448979591837	0.931122448979592	0.258974358974359	0.09164467	1.00358138269972	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.662719363653323
III	9350000	C.remanei	9300000	1.12306	CR	9250001	9300001-9400000	0.00968303996963584	0.00790968548633307	0.887205102902291	1.79967430400727e-05	-0.979681187158736	0.371333655169446	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.078736946	1.392457592701	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.522993565948566
III	9450000	C.elegans	9400000	0.367209	CE	9350001	9400001-9500000	0.000245696300102775	0.000122354768705338	3.40558651805871	6.81139042474596e-08	0.0929766779492423	-1.98500455578617	6	0.377551020408163	0.683673469387755	0.239864864864865	0.1520141	1.17346853759163	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.669807271285979
III	9450000	C.remanei	9400000	1.85104	CR	9350001	9400001-9500000	0.00756302883421439	0.00628691691258567	0.803070651796365	1.83450404256294e-05	-0.750379321762545	-0.76609651562596	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.14854969	3.30442934009844	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.528587080022882
III	950000	C.elegans	900000	2.95864	CE	850001	900001-1000000	0.00225864811046943	0.00182745951502307	0.846607926485576	1.52098781523016e-07	0.173341832142155	-0.613309662923075	28	0.0357142857142857	0.038265306122449	0.964285714285714	0.0086229285	1.44978605481746	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.0673351225102307
III	950000	C.remanei	900000	2.11738	CR	850001	900001-1000000	0.0212172205041381	0.0171932500225794	0.925411738300668	6.34943480735166e-05	-1.1557240804451	1.0099410363671	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.11651692	1.38456544135687	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.053138383706004
III	9550000	C.elegans	9500000	0.0179331	CE	9450001	9500001-9600000	0.00019457815475372	9.44686705782575e-05	3.51561432017238	4.16699828826817e-08	0.0948599736536873	-1.98790251597478	4	0.39030612244898	0.747448979591837	0.359477124183007	0.018058542	1.25482861097879	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.676895178918635
III	9550000	C.remanei	9500000	1.30847	CR	9450001	9500001-9600000	0.00830792788866162	0.00979124825791495	-0.599689123541402	1.87591044819025e-05	0.0658452432314529	-0.557088962257083	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.017201127	1.66979602713796	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.534180594097198
III	9650000	C.elegans	9600000	0.664919	CE	9550001	9600001-9700000	0.000462085374614812	0.000217097240975207	3.93067086754214	2.36051675378059e-07	0.0952209986447959	-1.99053495486182	5	0.418367346938776	0.801020408163265	0.314024390243902	0.34062025	1.08974650516205	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.683983086551291
III	9650000	C.remanei	9600000	1.38398	CR	9550001	9600001-9700000	0.00745134651480167	0.00816656308274909	-0.346648737690749	1.62280339954704e-05	0.509124781257669	0.568244911877631	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.06844741	1.67765449752493	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.539774108171514
III	9750000	C.elegans	9700000	0.290565	CE	9650001	9700001-9800000	0.00030151242559198	0.000144819455645071	3.70956087746639	1.0328417806584e-07	0.095381880634742	-1.99024671078497	4	0.474489795918367	0.864795918367347	0.223118279569893	-0.005655477	1.45720984911383	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.691070994183946
III	9750000	C.remanei	9700000	2.18804	CR	9650001	9700001-9800000	0.00759650223262261	0.00719887623771679	0.218627705262433	1.01498512338192e-05	-0.688658610827665	1.70087932830215	13	0.0816326530612245	0.102040816326531	0.75	0.044674117	1.55258239559209	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.545367622245831
III	9850000	C.elegans	9800000	0.511459	CE	9750001	9800001-9900000	0.000322840430971144	0.000150860016247937	3.90845164150306	1.15848949300851e-07	0.0952904771860269	-1.98972058867134	4	0.321428571428571	0.573979591836735	0.51984126984127	-0.017194329	1.37044800347527	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.698158901816602
III	9850000	C.remanei	9800000	0.791507	CR	9750001	9800001-9900000	0.00669731811705663	0.00650557596292342	0.116648706906301	7.7996132553192e-06	-0.610307355890697	0.926027406505473	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.02094293	1.41033683683256	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.550961136320147
III	9950000	C.elegans	9900000	1.15548	CE	9850001	9900001-10000000	0.000340888376444914	0.00016559927706362	3.64125390366997	1.3085585146007e-07	0.0952751761692744	-1.98998910831163	6	0.413265306122449	0.739795918367347	0.209876543209877	0.4278055	1.08752577576997	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.III	0.705246809449258
III	9950000	C.remanei	9900000	0.990266	CR	9850001	9900001-10000000	0.00588673215318985	0.00556634513474238	0.227656883672129	4.25463596411875e-06	-0.934663000913165	0.733196196535321	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.037213705	1.533213326376	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.III	0.556554650394463
IV	10050000	C.elegans	10000000	0.142338	CE	9950001	10000001-10100000	0.000235806541615047	0.000127505979107378	2.89794713416366	6.15417412295202e-08	0.190691172700427	-1.93614679207858	9	0.198979591836735	0.35969387755102	0.480769230769231	-0.012651326	1.1790930944867	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.565903869543673
IV	10150000	C.elegans	10100000	0.535103	CE	10050001	10100001-10200000	0.000322686740380722	0.000157863382509454	3.59973698469994	1.26933265035323e-07	0.191096860083475	-1.96228297365317	4	0.321428571428571	0.573979591836735	0.51984126984127	0.028164256	1.00152027308121	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.57153475381774
IV	10250000	C.elegans	10200000	2.45252	CE	10150001	10200001-10300000	0.000752648276032395	0.000373068004051955	3.60706436763284	7.10350280732329e-07	0.1913307702503	-1.96327827525651	5	0.454081632653061	0.801020408163265	0.188202247191011	0.0799087	1.31674769923616	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.577165638091806
IV	10350000	C.elegans	10300000	0.0772193	CE	10250001	10300001-10400000	6.84557743033149e-05	3.96410178190493e-05	2.20997837856827	5.37660163584774e-09	0.185272169513847	-1.9330204226235	5	0.433673469387755	0.801020408163265	0.247058823529412	-0.027357388	1.29010082297329	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.582796522365872
IV	10350000	C.remanei	10300000	0.428934	CR	10250001	10300001-10400000	0.0244332926645151	0.0256014045275537	-0.180453526006806	8.9585658593412e-05	-0.835589260103451	0.786425133076429	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.083868235	1.40030911941161	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.401302826718952
IV	10450000	C.elegans	10400000	0.0666767	CE	10350001	10400001-10500000	5.89854926445637e-05	2.89104931856975e-05	3.01787709519272	4.38079535528957e-09	0.191345949293976	-1.96338672768879	2	0.563775510204082	1	0.183257918552036	0.030303081	1.00000004394813	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.588427406639939
IV	10450000	C.remanei	10400000	0.813887	CR	10350001	10400001-10500000	0.0228486198605722	0.0220965702548356	0.134708083568186	5.60880357249741e-05	-1.04003175333831	0.807334798151657	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.086674355	1.28996132645445	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.405180148716236
IV	1050000	C.elegans	1000000	5.052	CE	950001	1000001-1100000	0.00214981365705922	0.00105371334167555	3.7245629062807	5.75851881142808e-06	0.19112602246886	-1.96306407601066	8	0.369897959183673	0.573979591836735	0.117241379310345	0.72014016	1.03010163455481	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.0591242848776972
IV	10550000	C.elegans	10500000	1.73789	CE	10450001	10500001-10600000	0.000164205046236279	8.36355912262225e-05	3.18837968844336	9.29717478611778e-09	0.175917997138669	-1.25763163563047	16	0.086734693877551	0.125	0.63235294117647	0.056882985	1.86884202894344	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.594058290914005
IV	10550000	C.remanei	10500000	0.367964	CR	10450001	10500001-10600000	0.0240361329485711	0.02466656273413	-0.101167445102693	6.30820795300972e-05	-1.89713455046628	3.92086650091989	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.09835704	1.2714724496134	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.409057470713521
IV	10650000	C.elegans	10600000	-0.272117	CE	10550001	10600001-10700000	3.85857586113865e-05	1.89119944817867e-05	2.77929552325407	1.87463460723646e-09	0.191345949293976	-1.96338672768879	2	0.563775510204082	1	0.183257918552036	-0.0714285	1.00000003301181	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.599689175188072
IV	10650000	C.remanei	10600000	0.781986	CR	10550001	10600001-10700000	0.0319923920008506	0.031917981830313	0.00922698700710656	0.000100623181958626	-1.27525981945932	1.87022319848574	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.08304087	1.18174255143541	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.412934792710805
IV	10750000	C.elegans	10700000	0.00201724	CE	10650001	10700001-10800000	7.11382588405242e-05	4.0325490897858e-05	2.34352728156104	3.42419195813928e-09	0.11093955561576	-1.77180276152282	8	0.170918367346939	0.278061224489796	0.634328358208955	0.09723867	1.59263219992876	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.605320059462138
IV	10750000	C.remanei	10700000	0.574085	CR	10650001	10700001-10800000	0.0230694314098236	0.0234311750193077	-0.0611210335445969	5.51782460328559e-05	-1.70854122221884	3.47102676752132	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.08398981	1.14331493423044	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.41681211470809
IV	10850000	C.elegans	10800000	10.8341	CE	10750001	10800001-10900000	0.000326128018877853	0.000166835703148649	3.29864561181716	4.87653071477424e-09	0.173788260299723	-1.23041161377643	24	0.048469387755102	0.0637755102040816	0.763157894736842	0.07536607	1.54596078494705	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.610950943736204
IV	10850000	C.remanei	10800000	1.04408	CR	10750001	10800001-10900000	0.0212770843293716	0.0236121852265555	-0.391486744100378	0.000115109507361482	-1.04019954358339	0.398021984652575	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.11871362	1.22840706830032	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.420689436705374
IV	10950000	C.elegans	10900000	15.0154	CE	10850001	10900001-11000000	0.00027611494375264	0.000132969206218363	3.66901781045935	8.9039562739272e-09	0.182943795418206	-1.92771065925085	7	0.201530612244898	0.316326530612245	0.487341772151899	0.031129483	5.72529200769418	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.616581828010271
IV	10950000	C.remanei	10900000	0.742482	CR	10850001	10900001-11000000	0.0202281067040403	0.0197813221541255	0.0892263262979191	7.54881927960012e-05	-0.180066890242526	-0.313327940219391	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.11955929	1.44163354781246	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.424566758702659
IV	11050000	C.elegans	11000000	1.1034	CE	10950001	11000001-11100000	0.000140014644716934	8.84584660870032e-05	1.92420893202882	3.07381742895656e-08	0.194040900961582	-1.94205085814966	7	0.204081632653061	0.346938775510204	0.6	0.22853705	1.29253405874202	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.622212712284337
IV	11050000	C.remanei	11000000	1.1518	CR	10950001	11000001-11100000	0.0232052495782347	0.0217720365253895	0.260634632543823	5.69962677757172e-05	-0.492116435770867	0.0102445386844807	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.068968385	1.26631721343807	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.428444080699943
IV	11150000	C.elegans	11100000	-0.154276	CE	11050001	11100001-11200000	0.000110107977782139	6.15180354226851e-05	2.51703079782154	1.35027929364175e-08	0.183569831407134	-1.9340928850964	4	0.313775510204082	0.543367346938776	0.59349593495935	0.09789973	1.2933764128783	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.627843596558403
IV	11150000	C.remanei	11100000	1.00483	CR	11050001	11100001-11200000	0.0247217738873384	0.0227333854216958	0.346314560159351	4.12408004899796e-05	-0.785112155303622	0.182899443902301	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.013768036	2.02484234674781	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.432321402697228
IV	11250000	C.elegans	11200000	0.231632	CE	11150001	11200001-11300000	0.000182672724375973	9.29806819792055e-05	3.20734491468819	3.77403244869388e-08	0.187041205971704	-1.93268053750402	5	0.306122448979592	0.558673469387755	0.495833333333333	-0.010280164	2.36106648340091	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.63347448083247
IV	11250000	C.remanei	11200000	0.455765	CR	11150001	11200001-11300000	0.021611692922512	0.0209764661754022	0.119855622916303	5.12837275961869e-05	-0.901805491934091	0.472084955270534	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.059271	1.74697798207031	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.436198724694513
IV	11350000	C.elegans	11300000	0.0958163	CE	11250001	11300001-11400000	0.000191024210975647	9.26425332607986e-05	3.51475082373348	3.82956028948083e-08	0.190187775928046	-1.94804083578311	3	0.339285714285714	0.591836734693878	0.545112781954887	-0.025230553	1.14539994316533	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.639105365106536
IV	11350000	C.remanei	11300000	0.975304	CR	11250001	11300001-11400000	0.0188678332609286	0.0173327393533918	0.350459025494536	2.76013488922503e-05	-0.342720483641056	-0.0633444080531769	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.10615495	1.37803718431208	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.440076046691797
IV	11450000	C.elegans	11400000	7.76516	CE	11350001	11400001-11500000	0.000299670501901606	0.000148046715449389	3.50812125245616	3.22811082502889e-08	0.179315294576172	-1.91087154684728	10	0.26530612244898	0.431122448979592	0.1875	0.112129115	3.39648513850207	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.644736249380603
IV	11450000	C.remanei	11400000	1.88638	CR	11350001	11400001-11500000	0.0212950282463746	0.018144200421265	0.687615392452806	6.60684276609731e-05	-0.909518889251779	1.00513118594029	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.055804823	1.41464361779835	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.443953368689082
IV	1150000	C.elegans	1100000	4.49987	CE	1050001	1100001-1200000	0.00264233269806186	0.00135033533120317	3.43381957451054	8.61778782276173e-06	0.191204772437164	-1.9623900449284	22	0.0561224489795918	0.0790816326530612	0.795454545454545	0.18886518	1.43639043757534	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.0647551691517636
IV	11550000	C.elegans	11500000	0.228121	CE	11450001	11500001-11600000	0.000129389722484667	6.8326655368849e-05	2.90707397131113	1.93211039980358e-08	0.18964115010671	-1.95625954448148	5	0.321428571428571	0.596938775510204	0.428571428571429	-0.030768987	1.77584118802005	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.650367133654669
IV	11550000	C.remanei	11500000	1.43784	CR	11450001	11500001-11600000	0.0221475145018648	0.0188956592442072	0.681447695097136	5.87890646600606e-05	-1.3631074267882	2.51724678502486	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.0865356	1.29666207347009	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.447830690686366
IV	11650000	C.elegans	11600000	0.161249	CE	11550001	11600001-11700000	0.000191836019909931	9.65614295087671e-05	3.27331053901544	4.63253285279558e-08	0.191611814508641	-1.96235903665561	3	0.543367346938776	0.931122448979592	0.152582159624413	0.021450453	1.43823072827982	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.655998017928736
IV	11650000	C.remanei	11600000	1.19142	CR	11550001	11600001-11700000	0.0190106533032778	0.017538187063865	0.332440980664755	6.56572300439126e-05	-0.574705501843869	0.235263537866126	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.1130036	1.30874493834347	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.451708012683651
IV	11750000	C.elegans	11700000	0.406958	CE	11650001	11700001-11800000	0.000297479940023775	0.000147461049307771	3.49684573151668	1.12821311961449e-07	0.191030932893474	-1.96234487590142	4	0.497448979591837	0.864795918367347	0.169230769230769	0.0064954422	1.0090150622961	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.661628902202802
IV	11750000	C.remanei	11700000	0.847273	CR	11650001	11700001-11800000	0.0170071591155036	0.0168312482353209	0.0413837996131294	5.26670489803356e-05	-0.81881422507532	0.901690073474847	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.06803864	1.46372038113606	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.455585334680935
IV	11850000	C.elegans	11800000	0.203259	CE	11750001	11800001-11900000	0.000186314259866201	9.56576768735063e-05	3.15781157817159	4.18791783312078e-08	0.190320730844373	-1.95926412169143	5	0.438775510204082	0.74234693877551	0.159883720930233	0.06582113	1.04492571106203	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.667259786476868
IV	11850000	C.remanei	11800000	1.37415	CR	11750001	11800001-11900000	0.0160363206229605	0.0140709869439977	0.55303089346356	3.69249042601733e-05	-1.06226555779144	1.56294065003475	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.05325996	1.3411727563324	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.45946265667822
IV	11950000	C.elegans	11900000	0.06534	CE	11850001	11900001-12000000	7.28436885608316e-05	3.97960220677584e-05	2.54694812499798	5.61741187873637e-09	0.187104474036863	-1.93267329515366	5	0.295918367346939	0.525510204081633	0.568965517241379	-0.012170781	2.61527374070649	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.672890670750935
IV	11950000	C.remanei	11900000	1.1254	CR	11850001	11900001-12000000	0.0178342072632005	0.0154280176252695	0.61755123646866	6.03699281525e-05	-1.33644620617608	2.17321507739901	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.0034721699	1.28542314514085	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.463339978675504
IV	12050000	C.elegans	12000000	-0.0643957	CE	11950001	12000001-12100000	9.48735604832818e-05	4.65002715224006e-05	3.21591545117189	1.1333210174651e-08	0.191345949293976	-1.96338672768879	2	0.563775510204082	1	0.183257918552036	0.058823567	1.00000003620431	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.678521555025001
IV	12050000	C.remanei	12000000	1.44334	CR	11950001	12000001-12100000	0.0209027306355642	0.018100008519125	0.61317477355679	9.28087465677711e-05	-1.24768777297018	2.25368164183908	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.06562454	1.24887826327378	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.IV	0.467217300672789
