CHR	POS	CM	Type	MB	chr
III	15763869	44.099	Maternal	15.763869	III
III	15846647	44.987	Maternal	15.846647	III
III	15846656	44.987	Maternal	15.846656	III
III	15875170	44.987	Maternal	15.87517	III
III	15907206	44.987	Maternal	15.907206	III
III	15907221	44.987	Maternal	15.907221	III
III	15907222	44.987	Maternal	15.907222	III
III	15907224	44.987	Maternal	15.907224	III
III	15907229	44.987	Maternal	15.907229	III
III	15907235	44.987	Maternal	15.907235	III
III	15907236	44.987	Maternal	15.907236	III
III	15907253	44.987	Maternal	15.907253	III
III	15907257	44.987	Maternal	15.907257	III
III	15907342	45.134	Maternal	15.907342	III
III	15907377	45.134	Maternal	15.907377	III
III	15907389	45.134	Maternal	15.907389	III
III	15907446	45.281	Maternal	15.907446	III
III	15928005	45.427	Maternal	15.928005	III
III	15928233	45.427	Maternal	15.928233	III
III	16035397	45.869	Maternal	16.035397	III
III	16094183	46.016	Maternal	16.094183	III
III	16185817	46.016	Maternal	16.185817	III
III	16194735	46.016	Maternal	16.194735	III
III	16194740	46.016	Maternal	16.19474	III
III	16194750	46.016	Maternal	16.19475	III
III	16194775	46.016	Maternal	16.194775	III
III	16215729	46.163	Maternal	16.215729	III
III	16215753	46.163	Maternal	16.215753	III
III	16215761	46.163	Maternal	16.215761	III
III	16215777	46.163	Maternal	16.215777	III
III	16215780	46.163	Maternal	16.21578	III
III	16266721	46.457	Maternal	16.266721	III
III	16266727	46.457	Maternal	16.266727	III
III	16266738	46.457	Maternal	16.266738	III
III	16266742	46.457	Maternal	16.266742	III
III	16266745	46.457	Maternal	16.266745	III
III	16270049	46.457	Maternal	16.270049	III
III	16270073	46.457	Maternal	16.270073	III
III	16270084	46.457	Maternal	16.270084	III
III	16270091	46.457	Maternal	16.270091	III
III	16274748	46.457	Maternal	16.274748	III
III	16274778	46.457	Maternal	16.274778	III
III	16274799	46.604	Maternal	16.274799	III
III	16448266	46.604	Maternal	16.448266	III
III	16448302	46.604	Maternal	16.448302	III
III	16448306	46.604	Maternal	16.448306	III
III	16448308	46.604	Maternal	16.448308	III
III	16448317	46.604	Maternal	16.448317	III
III	16468321	46.604	Maternal	16.468321	III
III	16592522	46.604	Maternal	16.592522	III
III	16592552	46.751	Maternal	16.592552	III
III	16666416	46.898	Maternal	16.666416	III
III	16666419	46.898	Maternal	16.666419	III
III	16666425	46.898	Maternal	16.666425	III
III	16666428	46.898	Maternal	16.666428	III
III	16666437	46.898	Maternal	16.666437	III
III	16670416	47.192	Maternal	16.670416	III
III	16670419	47.192	Maternal	16.670419	III
III	16670446	47.192	Maternal	16.670446	III
III	16670495	47.192	Maternal	16.670495	III
III	16670562	47.192	Maternal	16.670562	III
III	16670565	47.192	Maternal	16.670565	III
III	16670589	47.192	Maternal	16.670589	III
III	16670610	47.192	Maternal	16.67061	III
III	16681703	47.192	Maternal	16.681703	III
III	16681707	47.192	Maternal	16.681707	III
III	16681708	47.192	Maternal	16.681708	III
III	16681709	47.192	Maternal	16.681709	III
III	16681721	47.192	Maternal	16.681721	III
III	16732559	47.339	Maternal	16.732559	III
III	16732565	47.339	Maternal	16.732565	III
III	16868912	47.339	Maternal	16.868912	III
III	16885820	47.339	Maternal	16.88582	III
III	16885830	47.339	Maternal	16.88583	III
III	16885868	47.339	Maternal	16.885868	III
III	16885907	47.339	Maternal	16.885907	III
III	16898185	47.485	Maternal	16.898185	III
III	16898188	47.485	Maternal	16.898188	III
III	17033062	47.632	Maternal	17.033062	III
III	17033071	47.632	Maternal	17.033071	III
III	17033075	47.632	Maternal	17.033075	III
III	17033083	47.632	Maternal	17.033083	III
III	17033167	47.632	Maternal	17.033167	III
III	17033194	47.632	Maternal	17.033194	III
III	17041789	47.632	Maternal	17.041789	III
III	17041820	47.632	Maternal	17.04182	III
III	17041827	47.632	Maternal	17.041827	III
III	17131286	47.779	Maternal	17.131286	III
III	17131370	47.926	Maternal	17.13137	III
III	17139319	47.926	Maternal	17.139319	III
III	17177032	48.073	Maternal	17.177032	III
III	17177034	48.073	Maternal	17.177034	III
III	17177037	48.073	Maternal	17.177037	III
III	17177043	48.073	Maternal	17.177043	III
III	17177239	48.073	Maternal	17.177239	III
III	17333266	48.073	Maternal	17.333266	III
III	17333272	48.073	Maternal	17.333272	III
III	17333296	48.073	Maternal	17.333296	III
III	17333299	48.073	Maternal	17.333299	III
III	17333341	48.073	Maternal	17.333341	III
III	17373180	48.073	Maternal	17.37318	III
III	17436174	48.073	Maternal	17.436174	III
III	17460482	48.073	Maternal	17.460482	III
III	17460494	48.073	Maternal	17.460494	III
III	17460515	48.073	Maternal	17.460515	III
III	17460518	48.073	Maternal	17.460518	III
III	17461771	48.073	Maternal	17.461771	III
III	17461774	48.073	Maternal	17.461774	III
III	17471643	48.22	Maternal	17.471643	III
III	17471646	48.22	Maternal	17.471646	III
III	17471679	48.22	Maternal	17.471679	III
III	17471685	48.22	Maternal	17.471685	III
III	17471709	48.22	Maternal	17.471709	III
III	17530922	48.367	Maternal	17.530922	III
III	17530958	48.367	Maternal	17.530958	III
III	17556907	48.367	Maternal	17.556907	III
III	17556991	48.367	Maternal	17.556991	III
III	17557147	48.367	Maternal	17.557147	III
III	17557180	48.367	Maternal	17.55718	III
III	17557273	48.513	Maternal	17.557273	III
III	17560179	48.513	Maternal	17.560179	III
III	17560188	48.513	Maternal	17.560188	III
III	17560194	48.513	Maternal	17.560194	III
III	17578827	48.513	Maternal	17.578827	III
III	17578847	48.513	Maternal	17.578847	III
III	17578851	48.513	Maternal	17.578851	III
III	17578852	48.513	Maternal	17.578852	III
III	17582308	48.513	Maternal	17.582308	III
III	17582314	48.513	Maternal	17.582314	III
III	17582325	48.513	Maternal	17.582325	III
III	17594143	48.513	Maternal	17.594143	III
III	17594194	48.513	Maternal	17.594194	III
III	17594200	48.513	Maternal	17.5942	III
III	17594209	48.513	Maternal	17.594209	III
III	17609319	48.513	Maternal	17.609319	III
III	17609453	48.513	Maternal	17.609453	III
III	17609466	48.513	Maternal	17.609466	III
III	17609705	48.513	Maternal	17.609705	III
III	17609708	48.513	Maternal	17.609708	III
III	17620720	48.66	Maternal	17.62072	III
III	17632855	48.66	Maternal	17.632855	III
III	17663640	48.66	Maternal	17.66364	III
III	17663668	48.66	Maternal	17.663668	III
III	17663674	48.66	Maternal	17.663674	III
III	17726143	48.807	Maternal	17.726143	III
III	17726209	48.807	Maternal	17.726209	III
III	17730118	48.954	Maternal	17.730118	III
III	17730159	48.954	Maternal	17.730159	III
III	17730167	48.954	Maternal	17.730167	III
III	17730168	48.954	Maternal	17.730168	III
III	17734157	48.954	Maternal	17.734157	III
III	17737846	48.954	Maternal	17.737846	III
III	17737888	48.954	Maternal	17.737888	III
III	17737918	48.954	Maternal	17.737918	III
III	17737960	49.101	Maternal	17.73796	III
III	17737969	49.101	Maternal	17.737969	III
III	17737972	49.101	Maternal	17.737972	III
III	17737978	49.101	Maternal	17.737978	III
III	17738224	49.101	Maternal	17.738224	III
III	17738231	49.101	Maternal	17.738231	III
III	17744883	49.101	Maternal	17.744883	III
III	17744916	49.101	Maternal	17.744916	III
III	17745028	49.101	Maternal	17.745028	III
III	17750121	49.248	Maternal	17.750121	III
III	17750161	49.248	Maternal	17.750161	III
III	17750171	49.248	Maternal	17.750171	III
III	17751782	49.248	Maternal	17.751782	III
III	17784533	50.435	Maternal	17.784533	III
III	17784538	50.435	Maternal	17.784538	III
III	17784608	50.581	Maternal	17.784608	III
III	17784857	50.728	Maternal	17.784857	III
III	17819348	50.922	Maternal	17.819348	III
III	17819351	50.922	Maternal	17.819351	III
III	17819363	50.922	Maternal	17.819363	III
III	17827472	50.922	Maternal	17.827472	III
III	17827514	51.115	Maternal	17.827514	III
III	17832686	51.309	Maternal	17.832686	III
III	17840272	51.502	Maternal	17.840272	III
IV	78093	0	Maternal	0.078093	IV
IV	78099	0	Maternal	0.078099	IV
IV	78104	0	Maternal	0.078104	IV
IV	78118	0	Maternal	0.078118	IV
IV	78122	0	Maternal	0.078122	IV
IV	78123	0	Maternal	0.078123	IV
IV	78137	0	Maternal	0.078137	IV
IV	84595	0.975	Maternal	0.084595	IV
IV	119427	0.975	Maternal	0.119427	IV
IV	119532	0.975	Maternal	0.119532	IV
IV	119538	1.122	Maternal	0.119538	IV
IV	119574	1.268	Maternal	0.119574	IV
IV	126228	2.455	Maternal	0.126228	IV
IV	126261	2.455	Maternal	0.126261	IV
IV	126273	2.455	Maternal	0.126273	IV
IV	126393	2.455	Maternal	0.126393	IV
IV	126402	2.455	Maternal	0.126402	IV
IV	126444	2.455	Maternal	0.126444	IV
IV	126458	2.455	Maternal	0.126458	IV
IV	127425	3.194	Maternal	0.127425	IV
IV	138615	3.194	Maternal	0.138615	IV
IV	138636	3.194	Maternal	0.138636	IV
IV	143385	3.341	Maternal	0.143385	IV
IV	143389	3.341	Maternal	0.143389	IV
IV	143407	3.341	Maternal	0.143407	IV
IV	143418	3.488	Maternal	0.143418	IV
IV	143423	3.488	Maternal	0.143423	IV
IV	143424	3.488	Maternal	0.143424	IV
IV	154788	3.488	Maternal	0.154788	IV
IV	184872	3.488	Maternal	0.184872	IV
IV	184906	3.782	Maternal	0.184906	IV
IV	195507	3.782	Maternal	0.195507	IV
IV	195532	3.782	Maternal	0.195532	IV
IV	226260	3.782	Maternal	0.22626	IV
IV	231893	3.782	Maternal	0.231893	IV
IV	299095	3.782	Maternal	0.299095	IV
IV	299152	3.782	Maternal	0.299152	IV
IV	299155	3.782	Maternal	0.299155	IV
IV	299190	3.782	Maternal	0.29919	IV
IV	299193	3.782	Maternal	0.299193	IV
IV	310967	3.782	Maternal	0.310967	IV
IV	310992	3.782	Maternal	0.310992	IV
IV	311039	3.782	Maternal	0.311039	IV
IV	311047	3.782	Maternal	0.311047	IV
IV	311105	3.929	Maternal	0.311105	IV
IV	311106	3.929	Maternal	0.311106	IV
IV	311975	4.37	Maternal	0.311975	IV
IV	315372	4.37	Maternal	0.315372	IV
IV	315378	4.37	Maternal	0.315378	IV
IV	315381	4.37	Maternal	0.315381	IV
IV	315396	4.37	Maternal	0.315396	IV
IV	380571	4.37	Maternal	0.380571	IV
IV	380584	4.37	Maternal	0.380584	IV
IV	401906	4.37	Maternal	0.401906	IV
IV	422145	4.37	Maternal	0.422145	IV
IV	422173	4.37	Maternal	0.422173	IV
IV	422196	4.37	Maternal	0.422196	IV
IV	427985	4.37	Maternal	0.427985	IV
IV	428036	4.37	Maternal	0.428036	IV
IV	433132	4.37	Maternal	0.433132	IV
IV	433896	4.37	Maternal	0.433896	IV
IV	433911	4.37	Maternal	0.433911	IV
IV	433917	4.37	Maternal	0.433917	IV
IV	433950	4.37	Maternal	0.43395	IV
IV	447764	4.37	Maternal	0.447764	IV
IV	447809	4.37	Maternal	0.447809	IV
IV	451058	4.37	Maternal	0.451058	IV
IV	451124	4.37	Maternal	0.451124	IV
IV	451166	4.37	Maternal	0.451166	IV
IV	476477	4.37	Maternal	0.476477	IV
IV	476498	4.37	Maternal	0.476498	IV
IV	476546	4.517	Maternal	0.476546	IV
IV	476636	4.517	Maternal	0.476636	IV
IV	476645	4.517	Maternal	0.476645	IV
IV	476753	4.517	Maternal	0.476753	IV
IV	476759	4.959	Maternal	0.476759	IV
IV	476795	4.959	Maternal	0.476795	IV
IV	476838	4.959	Maternal	0.476838	IV
IV	476856	4.959	Maternal	0.476856	IV
IV	545925	6.599	Maternal	0.545925	IV
IV	545952	6.599	Maternal	0.545952	IV
IV	815460	6.893	Maternal	0.81546	IV
IV	2829955	7.335	Maternal	2.829955	IV
IV	2829960	7.335	Maternal	2.82996	IV
IV	2829970	7.776	Maternal	2.82997	IV
IV	4092116	8.963	Maternal	4.092116	IV
IV	4092130	8.963	Maternal	4.09213	IV
IV	4092136	8.963	Maternal	4.092136	IV
IV	4092137	8.963	Maternal	4.092137	IV
IV	4092160	8.963	Maternal	4.09216	IV
IV	4936644	9.257	Maternal	4.936644	IV
IV	4936651	9.257	Maternal	4.936651	IV
IV	4936748	9.404	Maternal	4.936748	IV
IV	4936786	9.404	Maternal	4.936786	IV
IV	4936794	9.404	Maternal	4.936794	IV
IV	4936795	9.404	Maternal	4.936795	IV
IV	4936799	9.404	Maternal	4.936799	IV
IV	4937000	9.551	Maternal	4.937	IV
IV	4937027	9.551	Maternal	4.937027	IV
IV	4940185	9.551	Maternal	4.940185	IV
IV	4941867	9.551	Maternal	4.941867	IV
IV	4941906	9.551	Maternal	4.941906	IV
IV	4941915	9.551	Maternal	4.941915	IV
IV	4941924	9.551	Maternal	4.941924	IV
IV	4942013	9.551	Maternal	4.942013	IV
IV	4942014	9.551	Maternal	4.942014	IV
IV	4942052	9.698	Maternal	4.942052	IV
IV	4942065	9.698	Maternal	4.942065	IV
IV	4942068	9.698	Maternal	4.942068	IV
IV	4942086	9.698	Maternal	4.942086	IV
IV	5842386	9.698	Maternal	5.842386	IV
IV	5842393	9.698	Maternal	5.842393	IV
IV	5842398	9.698	Maternal	5.842398	IV
IV	5842413	9.698	Maternal	5.842413	IV
IV	5842434	9.698	Maternal	5.842434	IV
IV	5842474	9.698	Maternal	5.842474	IV
IV	5842485	9.698	Maternal	5.842485	IV
IV	5842678	9.698	Maternal	5.842678	IV
IV	5842680	9.698	Maternal	5.84268	IV
IV	5842731	9.698	Maternal	5.842731	IV
IV	5842845	9.698	Maternal	5.842845	IV
IV	5842848	9.698	Maternal	5.842848	IV
IV	5842853	9.698	Maternal	5.842853	IV
IV	5842854	9.698	Maternal	5.842854	IV
IV	5927996	9.698	Maternal	5.927996	IV
IV	5936825	9.698	Maternal	5.936825	IV
IV	5936834	9.698	Maternal	5.936834	IV
IV	5936881	9.698	Maternal	5.936881	IV
IV	6238533	9.698	Maternal	6.238533	IV
IV	6241866	9.698	Maternal	6.241866	IV
IV	6241871	9.698	Maternal	6.241871	IV
IV	6241923	9.698	Maternal	6.241923	IV
IV	6264558	9.698	Maternal	6.264558	IV
IV	6264559	9.698	Maternal	6.264559	IV
IV	6264611	9.698	Maternal	6.264611	IV
IV	6264631	9.698	Maternal	6.264631	IV
IV	6386156	9.698	Maternal	6.386156	IV
IV	6386159	9.698	Maternal	6.386159	IV
IV	6386162	9.698	Maternal	6.386162	IV
IV	6386177	9.698	Maternal	6.386177	IV
IV	6386321	9.698	Maternal	6.386321	IV
IV	7297449	9.698	Maternal	7.297449	IV
IV	7297457	9.698	Maternal	7.297457	IV
IV	7368443	9.992	Maternal	7.368443	IV
IV	7368465	9.992	Maternal	7.368465	IV
IV	7368477	9.992	Maternal	7.368477	IV
IV	7368497	9.992	Maternal	7.368497	IV
IV	7389253	10.88	Maternal	7.389253	IV
IV	7389261	10.88	Maternal	7.389261	IV
IV	7389267	10.88	Maternal	7.389267	IV
IV	7389292	10.88	Maternal	7.389292	IV
IV	7389304	10.88	Maternal	7.389304	IV
IV	7389305	10.88	Maternal	7.389305	IV
IV	7389311	10.88	Maternal	7.389311	IV
IV	7389313	10.88	Maternal	7.389313	IV
IV	7389337	10.88	Maternal	7.389337	IV
IV	7463668	11.917	Maternal	7.463668	IV
IV	7463671	11.917	Maternal	7.463671	IV
IV	7882085	11.917	Maternal	7.882085	IV
IV	7882133	11.917	Maternal	7.882133	IV
IV	7882607	11.917	Maternal	7.882607	IV
IV	7882637	11.917	Maternal	7.882637	IV
IV	7891211	11.917	Maternal	7.891211	IV
IV	7891223	11.917	Maternal	7.891223	IV
IV	7891288	11.917	Maternal	7.891288	IV
IV	7891330	11.917	Maternal	7.89133	IV
IV	7891337	11.917	Maternal	7.891337	IV
IV	7891338	11.917	Maternal	7.891338	IV
IV	7891352	11.917	Maternal	7.891352	IV
IV	7894189	11.917	Maternal	7.894189	IV
IV	7957680	11.917	Maternal	7.95768	IV
IV	7957689	11.917	Maternal	7.957689	IV
IV	7962483	11.917	Maternal	7.962483	IV
IV	7983368	12.064	Maternal	7.983368	IV
IV	7983369	12.064	Maternal	7.983369	IV
IV	8041608	12.064	Maternal	8.041608	IV
IV	8042400	12.064	Maternal	8.0424	IV
IV	8042403	12.064	Maternal	8.042403	IV
IV	8042409	12.064	Maternal	8.042409	IV
IV	8042430	12.064	Maternal	8.04243	IV
IV	8042691	12.064	Maternal	8.042691	IV
IV	8042745	12.064	Maternal	8.042745	IV
IV	8074036	12.064	Maternal	8.074036	IV
IV	8074038	12.064	Maternal	8.074038	IV
IV	8074043	12.064	Maternal	8.074043	IV
IV	8074044	12.064	Maternal	8.074044	IV
IV	8083465	12.064	Maternal	8.083465	IV
IV	8084918	12.21	Maternal	8.084918	IV
IV	8131983	12.21	Maternal	8.131983	IV
IV	8131989	12.21	Maternal	8.131989	IV
IV	8132061	12.21	Maternal	8.132061	IV
IV	8161182	12.21	Maternal	8.161182	IV
IV	8161231	12.21	Maternal	8.161231	IV
IV	8161236	12.21	Maternal	8.161236	IV
IV	8164808	12.21	Maternal	8.164808	IV
IV	8164835	12.21	Maternal	8.164835	IV
IV	8165012	12.357	Maternal	8.165012	IV
IV	8165027	12.357	Maternal	8.165027	IV
IV	8167898	12.357	Maternal	8.167898	IV
IV	8167910	12.357	Maternal	8.16791	IV
IV	8167951	12.357	Maternal	8.167951	IV
IV	8167997	12.357	Maternal	8.167997	IV
IV	8168398	12.357	Maternal	8.168398	IV
IV	8168414	12.357	Maternal	8.168414	IV
IV	8168456	12.357	Maternal	8.168456	IV
IV	8168477	12.357	Maternal	8.168477	IV
IV	8168537	12.357	Maternal	8.168537	IV
IV	8168555	12.357	Maternal	8.168555	IV
IV	8168582	12.357	Maternal	8.168582	IV
IV	8168705	12.357	Maternal	8.168705	IV
IV	8171630	12.357	Maternal	8.17163	IV
IV	8172587	12.357	Maternal	8.172587	IV
IV	8172607	12.357	Maternal	8.172607	IV
IV	8172628	12.357	Maternal	8.172628	IV
IV	8172646	12.357	Maternal	8.172646	IV
IV	8172649	12.357	Maternal	8.172649	IV
IV	8172662	12.357	Maternal	8.172662	IV
IV	8172695	12.357	Maternal	8.172695	IV
IV	8172709	12.357	Maternal	8.172709	IV
IV	8172719	12.357	Maternal	8.172719	IV
IV	8173567	12.357	Maternal	8.173567	IV
IV	8441289	12.357	Maternal	8.441289	IV
IV	8441296	12.357	Maternal	8.441296	IV
IV	8441318	12.357	Maternal	8.441318	IV
IV	8441320	12.357	Maternal	8.44132	IV
IV	8441341	12.357	Maternal	8.441341	IV
IV	8443938	12.357	Maternal	8.443938	IV
IV	8443946	12.357	Maternal	8.443946	IV
IV	8480152	12.357	Maternal	8.480152	IV
IV	8480183	12.357	Maternal	8.480183	IV
IV	8480189	12.357	Maternal	8.480189	IV
IV	8480200	12.357	Maternal	8.4802	IV
IV	8511444	12.357	Maternal	8.511444	IV
IV	8511447	12.357	Maternal	8.511447	IV
IV	8511465	12.357	Maternal	8.511465	IV
IV	8511483	12.357	Maternal	8.511483	IV
IV	8522396	12.504	Maternal	8.522396	IV
IV	8610208	12.504	Maternal	8.610208	IV
IV	8610235	12.504	Maternal	8.610235	IV
IV	8610253	12.504	Maternal	8.610253	IV
IV	8610259	12.504	Maternal	8.610259	IV
IV	8610275	12.504	Maternal	8.610275	IV
IV	8651971	12.504	Maternal	8.651971	IV
IV	8793406	12.798	Maternal	8.793406	IV
IV	8793407	12.798	Maternal	8.793407	IV
IV	8793409	12.798	Maternal	8.793409	IV
IV	8793428	12.798	Maternal	8.793428	IV
IV	8793430	12.798	Maternal	8.79343	IV
IV	8793457	12.798	Maternal	8.793457	IV
IV	8820955	12.798	Maternal	8.820955	IV
IV	8820961	12.798	Maternal	8.820961	IV
IV	8820964	12.798	Maternal	8.820964	IV
IV	8820967	12.798	Maternal	8.820967	IV
IV	9696623	12.798	Maternal	9.696623	IV
IV	9700192	12.945	Maternal	9.700192	IV
IV	9700201	12.945	Maternal	9.700201	IV
IV	9700204	12.945	Maternal	9.700204	IV
IV	10042551	12.945	Maternal	10.042551	IV
IV	10042552	12.945	Maternal	10.042552	IV
IV	10050895	12.945	Maternal	10.050895	IV
IV	10050922	12.945	Maternal	10.050922	IV
IV	10051033	12.945	Maternal	10.051033	IV
IV	10051036	12.945	Maternal	10.051036	IV
IV	10051063	12.945	Maternal	10.051063	IV
IV	10051078	12.945	Maternal	10.051078	IV
IV	10062922	13.092	Maternal	10.062922	IV
IV	10429483	13.092	Maternal	10.429483	IV
IV	10506587	13.092	Maternal	10.506587	IV
IV	10508318	13.239	Maternal	10.508318	IV
IV	10508327	13.239	Maternal	10.508327	IV
IV	10508585	13.239	Maternal	10.508585	IV
IV	10583499	13.239	Maternal	10.583499	IV
IV	10614935	13.386	Maternal	10.614935	IV
IV	10614980	13.386	Maternal	10.61498	IV
IV	10624961	13.386	Maternal	10.624961	IV
IV	10624991	13.386	Maternal	10.624991	IV
IV	10664227	13.386	Maternal	10.664227	IV
IV	10671491	13.386	Maternal	10.671491	IV
IV	10671506	13.386	Maternal	10.671506	IV
IV	10671524	13.386	Maternal	10.671524	IV
IV	10765954	13.386	Maternal	10.765954	IV
IV	10765956	13.386	Maternal	10.765956	IV
IV	10766016	13.386	Maternal	10.766016	IV
IV	10766026	13.386	Maternal	10.766026	IV
IV	10768394	13.386	Maternal	10.768394	IV
IV	10772197	13.386	Maternal	10.772197	IV
IV	10772260	13.386	Maternal	10.77226	IV
IV	10772527	13.386	Maternal	10.772527	IV
IV	10772528	13.386	Maternal	10.772528	IV
IV	10772529	13.386	Maternal	10.772529	IV
IV	10772554	13.386	Maternal	10.772554	IV
IV	10784567	13.386	Maternal	10.784567	IV
IV	10786974	13.386	Maternal	10.786974	IV
IV	10786983	13.386	Maternal	10.786983	IV
IV	10786998	13.386	Maternal	10.786998	IV
IV	10787019	13.386	Maternal	10.787019	IV
IV	10787028	13.386	Maternal	10.787028	IV
IV	10847321	13.386	Maternal	10.847321	IV
IV	10847363	13.532	Maternal	10.847363	IV
IV	10856119	13.532	Maternal	10.856119	IV
IV	10856131	13.532	Maternal	10.856131	IV
IV	10856167	13.679	Maternal	10.856167	IV
IV	10938414	13.679	Maternal	10.938414	IV
IV	10938433	13.679	Maternal	10.938433	IV
IV	10938444	13.679	Maternal	10.938444	IV
IV	10938447	13.679	Maternal	10.938447	IV
IV	10938450	13.679	Maternal	10.93845	IV
IV	10938453	13.679	Maternal	10.938453	IV
IV	10938454	13.679	Maternal	10.938454	IV
IV	10957859	13.826	Maternal	10.957859	IV
IV	11010330	13.826	Maternal	11.01033	IV
IV	11178000	13.973	Maternal	11.178	IV
IV	11178051	13.973	Maternal	11.178051	IV
IV	11188433	13.973	Maternal	11.188433	IV
IV	11188438	13.973	Maternal	11.188438	IV
IV	11230840	13.973	Maternal	11.23084	IV
IV	11250414	13.973	Maternal	11.250414	IV
IV	11250454	13.973	Maternal	11.250454	IV
IV	11250495	13.973	Maternal	11.250495	IV
IV	11256411	13.973	Maternal	11.256411	IV
IV	11256414	13.973	Maternal	11.256414	IV
IV	11256429	13.973	Maternal	11.256429	IV
IV	11256441	13.973	Maternal	11.256441	IV
IV	11258113	13.973	Maternal	11.258113	IV
IV	11332176	13.973	Maternal	11.332176	IV
IV	11332177	13.973	Maternal	11.332177	IV
IV	11332223	13.973	Maternal	11.332223	IV
IV	11332253	13.973	Maternal	11.332253	IV
IV	11353571	13.973	Maternal	11.353571	IV
IV	11398003	13.973	Maternal	11.398003	IV
IV	11430538	13.973	Maternal	11.430538	IV
IV	11430646	13.973	Maternal	11.430646	IV
IV	11456835	13.973	Maternal	11.456835	IV
IV	11456903	13.973	Maternal	11.456903	IV
IV	11484445	13.973	Maternal	11.484445	IV
IV	11484475	13.973	Maternal	11.484475	IV
IV	11484496	13.973	Maternal	11.484496	IV
IV	11484502	13.973	Maternal	11.484502	IV
IV	11484508	13.973	Maternal	11.484508	IV
IV	11485436	13.973	Maternal	11.485436	IV
IV	11485445	13.973	Maternal	11.485445	IV
IV	11485676	14.12	Maternal	11.485676	IV
IV	11485688	14.12	Maternal	11.485688	IV
IV	11495382	14.12	Maternal	11.495382	IV
IV	11532117	14.12	Maternal	11.532117	IV
IV	11532282	14.12	Maternal	11.532282	IV
IV	11573560	14.12	Maternal	11.57356	IV
IV	11602654	14.12	Maternal	11.602654	IV
IV	11602672	14.12	Maternal	11.602672	IV
IV	11602714	14.12	Maternal	11.602714	IV
IV	11605307	14.12	Maternal	11.605307	IV
IV	11605311	14.12	Maternal	11.605311	IV
IV	11605315	14.12	Maternal	11.605315	IV
IV	11605329	14.12	Maternal	11.605329	IV
IV	11607760	14.12	Maternal	11.60776	IV
IV	11637824	14.12	Maternal	11.637824	IV
IV	11637840	14.12	Maternal	11.63784	IV
IV	11647112	14.12	Maternal	11.647112	IV
IV	11726751	14.12	Maternal	11.726751	IV
IV	11726820	14.12	Maternal	11.72682	IV
IV	11750338	14.12	Maternal	11.750338	IV
IV	11750364	14.12	Maternal	11.750364	IV
IV	11750391	14.12	Maternal	11.750391	IV
IV	11750404	14.12	Maternal	11.750404	IV
IV	11777796	14.12	Maternal	11.777796	IV
IV	11777797	14.12	Maternal	11.777797	IV
IV	11777811	14.12	Maternal	11.777811	IV
IV	11793728	14.12	Maternal	11.793728	IV
IV	11793737	14.12	Maternal	11.793737	IV
IV	11793779	14.12	Maternal	11.793779	IV
IV	11799426	14.12	Maternal	11.799426	IV
IV	11799429	14.12	Maternal	11.799429	IV
IV	11799435	14.12	Maternal	11.799435	IV
IV	11799438	14.12	Maternal	11.799438	IV
IV	11799441	14.12	Maternal	11.799441	IV
IV	11805270	14.12	Maternal	11.80527	IV
IV	11805288	14.12	Maternal	11.805288	IV
IV	11805368	14.12	Maternal	11.805368	IV
IV	11820875	14.12	Maternal	11.820875	IV
IV	11826436	14.12	Maternal	11.826436	IV
IV	11861126	14.12	Maternal	11.861126	IV
IV	11861348	14.12	Maternal	11.861348	IV
IV	11880470	14.12	Maternal	11.88047	IV
IV	11880471	14.12	Maternal	11.880471	IV
IV	11880491	14.12	Maternal	11.880491	IV
IV	11884216	14.12	Maternal	11.884216	IV
IV	11884243	14.12	Maternal	11.884243	IV
IV	11884284	14.12	Maternal	11.884284	IV
IV	11892644	14.12	Maternal	11.892644	IV
IV	11900609	14.12	Maternal	11.900609	IV
IV	11921228	14.12	Maternal	11.921228	IV
IV	11927291	14.12	Maternal	11.927291	IV
IV	11927294	14.12	Maternal	11.927294	IV
IV	11927337	14.12	Maternal	11.927337	IV
IV	11960345	14.267	Maternal	11.960345	IV
IV	11964450	14.267	Maternal	11.96445	IV
IV	11966359	14.267	Maternal	11.966359	IV
IV	11969556	14.267	Maternal	11.969556	IV
IV	11969566	14.267	Maternal	11.969566	IV
IV	11969589	14.267	Maternal	11.969589	IV
IV	11969652	14.267	Maternal	11.969652	IV
IV	11969655	14.267	Maternal	11.969655	IV
IV	12013674	14.267	Maternal	12.013674	IV
IV	12013719	14.267	Maternal	12.013719	IV
IV	12013725	14.267	Maternal	12.013725	IV
IV	12013737	14.267	Maternal	12.013737	IV
IV	12013740	14.267	Maternal	12.01374	IV
IV	12013782	14.267	Maternal	12.013782	IV
IV	12013818	14.267	Maternal	12.013818	IV
IV	12017248	14.267	Maternal	12.017248	IV
IV	12017291	14.267	Maternal	12.017291	IV
IV	12017311	14.267	Maternal	12.017311	IV
IV	12043632	14.414	Maternal	12.043632	IV
IV	12062624	14.414	Maternal	12.062624	IV
IV	12088746	14.414	Maternal	12.088746	IV
IV	12146144	14.414	Maternal	12.146144	IV
IV	12146156	14.414	Maternal	12.146156	IV
IV	12148941	14.414	Maternal	12.148941	IV
IV	12148942	14.414	Maternal	12.148942	IV
IV	12173675	14.414	Maternal	12.173675	IV
IV	12173714	14.414	Maternal	12.173714	IV
IV	12180875	14.414	Maternal	12.180875	IV
IV	12196213	14.414	Maternal	12.196213	IV
