CHR	pos	chr	genetic
V	18747521	5	369.451939844956
V	18781219	5	369.451939894956
V	18836688	5	369.965851161589
V	18838998	5	370.267809595804
V	18863583	5	370.783887133396
V	18877263	5	370.871064845477
V	18934584	5	371.388277550003
V	18954277	5	371.470420010737
V	18955132	5	371.470420060737
V	18981161	5	371.470420110737
V	19003440	5	371.470420160737
V	19114941	5	371.470420210737
V	19132189	5	371.470420260737
V	19142024	5	371.766164708799
V	19149156	5	372.280121183207
V	19153430	5	372.280121233207
V	19165482	5	372.280121283207
V	19178232	5	372.280121333207
V	19241552	5	372.280121383207
V	19250576	5	372.792960143055
V	19266274	5	372.792960193055
V	19397775	5	372.792960243055
V	19401820	5	373.085137850653
V	19402608	5	373.085137900653
V	19546908	5	373.377315470047
V	19562194	5	373.377315520047
V	19570554	5	373.377315570047
V	19573313	5	373.377315620047
V	19618580	5	373.377315670047
V	19628329	5	373.636949672176
X	22287	6	22287
X	25238	6	22287.2569883365
X	182762	6	22288.3015447768
X	228348	6	22288.3015448268
X	307444	6	22288.3015448768
X	336351	6	22288.3015449268
X	370535	6	22288.3015449768
X	387220	6	22288.3015450268
X	581490	6	22288.3015450768
X	590493	6	22288.3015451268
X	756064	6	22288.3015451768
X	768431	6	22288.3015452268
X	778282	6	22288.3015452768
X	785690	6	22288.3015453268
X	916807	6	22288.3015453768
X	931917	6	22288.3015454268
X	939669	6	22288.3015454768
X	941751	6	22288.3015455268
X	977929	6	22288.3015455768
X	991130	6	22288.3015456268
X	1057219	6	22288.3015456768
X	1094440	6	22288.3015457268
X	1104368	6	22288.3015457768
X	1105103	6	22288.3015458268
X	1160220	6	22288.3015458768
X	1161713	6	22288.3015459268
X	1239469	6	22288.3015459768
X	1252319	6	22288.3015460268
X	1259363	6	22288.3015460768
X	1266223	6	22288.3015461268
X	1293072	6	22288.3015461768
X	1310679	6	22288.3015462268
X	1317579	6	22288.3015462768
X	1329938	6	22288.3015463268
X	1336326	6	22288.3015463768
X	1342876	6	22288.3015464268
X	1351586	6	22288.3015464768
X	1443949	6	22288.3015465268
X	1461123	6	22288.814371877
X	1462020	6	22288.814371927
X	1462662	6	22288.814371977
X	1484238	6	22288.814372027
X	1497979	6	22288.814372077
X	1541642	6	22288.814372127
X	1561075	6	22288.814372177
X	1562195	6	22288.814372227
X	1590033	6	22288.814372277
X	1598906	6	22288.814372327
X	1603737	6	22288.814372377
X	1607296	6	22288.814372427
X	1624634	6	22288.814372477
X	1653262	6	22288.814372527
X	1658964	6	22288.814372577
X	1672144	6	22289.3272108121
X	1706496	6	22289.8411781894
X	1729206	6	22290.1426426851
X	1743949	6	22290.6576354264
X	1763665	6	22290.9601496924
X	1791581	6	22290.9601497424
X	1837316	6	22290.9601497924
X	1847417	6	22290.9601498424
X	1847418	6	22290.9601498924
X	1879272	6	22290.9601499424
X	1899708	6	22291.4729752248
X	1919760	6	22291.4729752748
X	1925520	6	22291.4729753248
X	1949997	6	22291.985813618
X	1951226	6	22292.4987186009
X	1960960	6	22293.0115566847
X	1972071	6	22293.0115567347
X	2012810	6	22293.0115567847
X	2017010	6	22293.0115568347
X	2018352	6	22293.0115568847
X	2023730	6	22293.0115569347
X	2028976	6	22293.0115569847
X	2032788	6	22293.0115570347
X	2052441	6	22293.0115570847
X	2058165	6	22293.0115571347
X	2060858	6	22293.315101698
X	2068934	6	22293.6186470415
X	2072348	6	22293.9222041846
X	2085479	6	22294.2251105632
X	2094897	6	22294.2251106132
X	2097839	6	22294.2251106632
X	2101350	6	22294.2251107132
X	2185812	6	22294.2251107632
X	2191284	6	22294.5234700861
X	2191687	6	22295.038512306
X	2197285	6	22295.3368717611
X	2215069	6	22295.3368718111
X	2219818	6	22295.3368718611
X	2221306	6	22295.6352403999
X	2221460	6	22296.150279335
X	2227670	6	22296.4492772377
X	2239339	6	22296.4492772877
X	2270296	6	22296.4492773377
X	2272874	6	22296.4492773877
X	2278038	6	22296.4492774377
X	2285556	6	22296.4492774877
X	2294622	6	22296.4492775377
X	2305586	6	22296.4492775877
X	2309942	6	22296.4492776377
X	2312814	6	22296.4492776877
X	2321249	6	22296.4492777377
X	2383477	6	22296.4492777877
X	2388197	6	22296.963217448
X	2412211	6	22297.2621977329
X	2430971	6	22297.2621977829
X	2475097	6	22297.5611780678
X	2538449	6	22298.0751177276
X	2542339	6	22298.0751177776
X	2572493	6	22298.0751178276
X	2606392	6	22298.0751178776
X	2644568	6	22298.0751179276
X	2677587	6	22298.0751179776
X	2677655	6	22298.5890318685
X	2679214	6	22298.8904757576
X	2681270	6	22299.4069999372
X	2693310	6	22299.4069999872
X	2697926	6	22299.4070000372
X	2704540	6	22299.4070000872
X	2709903	6	22299.4070001372
X	2722355	6	22299.7062504127
X	2729686	6	22300.221304614
X	2737736	6	22300.5227720803
X	2738987	6	22301.0371299023
X	2740757	6	22301.3396471117
X	2745466	6	22301.3396471617
X	2746078	6	22301.3396472117
X	2758454	6	22301.3396472617
X	2785976	6	22301.3396473117
X	2806036	6	22301.3396473617
X	2819947	6	22301.3396474117
X	2830627	6	22301.8524727586
X	2868607	6	22301.8524728086
X	2879653	6	22301.8524728586
X	2891768	6	22302.3652982056
X	2927735	6	22302.3652982556
X	2932931	6	22302.3652983056
X	2936572	6	22302.3652983556
X	2964792	6	22302.3652984056
X	2981661	6	22302.3652984556
X	2984789	6	22302.3652985056
X	2998009	6	22302.877514756
X	3002215	6	22303.3903825471
X	3008399	6	22303.3903825971
X	3013150	6	22303.3903826471
X	3017799	6	22303.3903826971
X	3044655	6	22303.3903827471
X	3059443	6	22303.3903827971
X	3063056	6	22303.6892584038
X	3070752	6	22304.2053682471
X	3150900	6	22304.2890832184
X	3174663	6	22305.3411905995
X	3177516	6	22305.3425295497
X	3216386	6	22305.3425295997
X	3236963	6	22305.3440637712
X	3238606	6	22305.6524615127
X	3239889	6	22305.9517922236
X	3260331	6	22306.2576160047
X	3262606	6	22306.7708807832
X	3276901	6	22306.7708808332
X	3308732	6	22306.7708808832
X	3314826	6	22306.7708809332
X	3329982	6	22306.7708809832
X	3332728	6	22307.2830896344
X	3334584	6	22307.7296239912
X	3345369	6	22308.2405054995
X	3350805	6	22309.214957336
X	3355356	6	22309.214957386
X	3359842	6	22309.214957436
X	3367848	6	22309.7286531213
X	3383293	6	22309.7286531713
X	3394807	6	22309.7286532213
X	3397020	6	22309.7286532713
X	3413090	6	22309.7286533213
X	3435103	6	22309.7286533713
X	3438962	6	22310.2414914206
X	3442659	6	22310.7543829011
X	3462341	6	22311.2698803814
X	3473337	6	22311.2698804314
X	3481526	6	22311.2698804814
X	3483351	6	22311.2698805314
X	3484040	6	22311.5689998785
X	3555185	6	22312.081390686
X	3555317	6	22312.3801699613
X	3617378	6	22312.3801700113
X	3627649	6	22312.3801700613
X	3638964	6	22312.3801701113
X	3643623	6	22312.3801701613
X	3648169	6	22313.4215489108
X	3656090	6	22313.4215489608
X	3662747	6	22313.4215490108
X	3742906	6	22313.4215490608
X	3757150	6	22313.4215491108
X	3765347	6	22313.4215491608
X	3800914	6	22313.4215492108
X	3817351	6	22313.4215492608
X	3817761	6	22313.4215493108
X	3822223	6	22313.4215493608
X	3823238	6	22313.4215494108
X	3825562	6	22313.9343712746
X	3826762	6	22313.9343713246
X	3838858	6	22313.9343713746
X	3858410	6	22313.9343714246
X	3860545	6	22313.9343714746
X	3861067	6	22313.9343715246
X	3874132	6	22313.9343715746
X	3875725	6	22313.9343716246
X	3879110	6	22314.3857813348
X	3880350	6	22314.8997124953
X	3882890	6	22314.8997125453
X	3891636	6	22314.8997125953
X	3912652	6	22315.8133749852
X	3979795	6	22315.8133750352
X	3980618	6	22315.8133750852
X	3988646	6	22316.114518435
X	3997301	6	22316.5681399981
X	4025896	6	22316.8689800122
X	4039880	6	22316.8689800622
X	4040743	6	22316.8689801122
X	4046860	6	22316.8689801622
X	4047084	6	22316.8689802122
X	4053574	6	22316.8689802622
X	4068421	6	22316.8689803122
X	4076700	6	22316.8689803622
X	4103644	6	22316.8689804122
X	4109541	6	22316.8689804622
X	4116132	6	22316.8689805122
X	4158915	6	22317.3829334346
X	4164149	6	22317.6793205802
X	4182407	6	22317.6793206302
X	4184717	6	22317.6793206802
X	4198687	6	22318.1958667854
X	4202010	6	22318.4948467796
X	4204752	6	22318.4948468296
X	4204857	6	22318.4948468796
X	4215921	6	22318.4948469296
X	4223157	6	22318.4948469796
X	4228087	6	22318.9425693848
X	4233159	6	22319.2456940537
X	4242467	6	22320.1588252538
X	4244612	6	22320.4592869533
X	4247943	6	22321.4373667738
X	4259470	6	22321.4373668238
X	4286414	6	22321.4373668738
X	4293318	6	22321.4373669238
X	4323471	6	22321.4373669738
X	4341023	6	22321.4373670238
X	4414387	6	22321.4373670738
X	4427354	6	22321.9495540711
X	4433966	6	22321.9495541211
X	4444609	6	22321.9495541711
X	4449661	6	22322.2495695581
X	4453882	6	22322.5574704107
X	4457789	6	22322.649877037
X	4460979	6	22322.9577498159
X	4463162	6	22323.2607836191
X	4474670	6	22323.7746947908
X	4480563	6	22323.7746948408
X	4485077	6	22323.7746948908
X	4491439	6	22323.7746949408
X	4509571	6	22323.7746949908
X	4525464	6	22323.7746950408
X	4526629	6	22323.7746950908
X	4527039	6	22324.0736988129
X	4541170	6	22324.5887312906
X	4546529	6	22324.8877383891
X	4552060	6	22324.8877384391
X	4552493	6	22324.8877384891
X	4553740	6	22325.3999284941
X	4597106	6	22325.3999285441
X	4626222	6	22325.9127833291
X	4636047	6	22326.4249993266
X	4638940	6	22326.4249993766
X	4639749	6	22326.4249994266
X	4645177	6	22326.4249994766
X	4649857	6	22326.4249995266
X	4666841	6	22326.4249995766
X	4670554	6	22326.7256536726
X	4673558	6	22327.0335511388
X	4675823	6	22327.1259805149
X	4676587	6	22327.4338530174
X	4680067	6	22327.7379411165
X	4693739	6	22328.0447860653
X	4693779	6	22328.3483171649
X	4695212	6	22328.655156787
X	4711128	6	22328.9587104938
X	4712645	6	22328.9587105438
X	4717690	6	22328.9587105938
X	4719373	6	22329.4709231531
X	4729960	6	22329.9831777411
X	4732064	6	22330.4960620729
X	4736398	6	22331.0083245039
X	4738854	6	22331.5205368327
X	4759153	6	22331.5205368827
X	4783201	6	22331.5205369327
X	4791518	6	22331.5205369827
X	4828097	6	22331.5205370327
X	4852880	6	22331.5205370827
X	4856123	6	22331.5205371327
X	4899601	6	22331.5205371827
X	4900416	6	22332.0333886061
X	4902254	6	22332.5462400296
X	4908243	6	22332.5462400796
X	4908462	6	22332.5462401296
X	4910067	6	22332.5462401796
X	4944838	6	22332.5462402296
X	4954178	6	22332.5462402796
X	4972802	6	22332.8420159623
X	4975714	6	22333.358181073
X	5006838	6	22333.4386559096
X	5015548	6	22333.4386559596
X	5017275	6	22333.4386560096
X	5023852	6	22333.7481500889
X	5024933	6	22333.8306799437
X	5036609	6	22334.1397430107
X	5060736	6	22334.2250311561
X	5091824	6	22334.2250312061
X	5111341	6	22334.2250338864
X	5115191	6	22334.5301396285
X	5122956	6	22334.8322362147
X	5138955	6	22334.8322362647
X	5152611	6	22334.8322363147
X	5234701	6	22335.1343038643
X	5248614	6	22335.4306705366
X	5252713	6	22335.4306705866
X	5255958	6	22335.727060151
X	5257182	6	22335.727060201
X	5269741	6	22335.727060251
X	5283328	6	22335.727060301
X	5291809	6	22335.727060351
X	5305483	6	22335.727060401
X	5339923	6	22335.727060451
X	5344846	6	22335.727060501
X	5346441	6	22335.727060551
X	5354675	6	22336.2392765317
X	5356337	6	22336.7521313323
X	5360937	6	22336.7521313823
X	5365224	6	22337.2643243552
X	5374162	6	22337.2643244052
X	5375086	6	22337.2643244552
X	5377816	6	22337.2643245052
X	5383605	6	22337.2643245552
X	5389395	6	22337.7771498854
X	5392269	6	22337.7771499354
X	5400133	6	22337.7771499854
X	5403008	6	22337.7771500354
X	5406267	6	22337.7771500854
X	5425418	6	22337.7771501354
X	5432718	6	22337.7771501854
X	5442861	6	22338.2893519605
X	5448844	6	22338.2893520105
X	5503826	6	22338.2893520605
X	5510105	6	22338.2893521105
X	5510995	6	22338.5890004823
X	5516866	6	22339.1044504733
X	5522249	6	22339.1958608908
X	5524771	6	22339.5005084612
X	5540063	6	22339.8039451283
X	5540820	6	22340.1075291689
X	5549871	6	22340.1075292189
X	5560720	6	22340.1075292689
X	5593630	6	22340.1075293189
X	5597372	6	22340.1075293689
X	5611815	6	22340.4033771303
X	5626759	6	22340.9184416566
X	5698102	6	22341.0005863309
X	5714553	6	22341.0005863809
X	5725808	6	22341.0868125078
X	5766085	6	22341.602936232
X	5784900	6	22341.9018325534
X	5789381	6	22341.9018326034
X	5791760	6	22341.9018326534
X	5793401	6	22342.3475555887
X	5794919	6	22342.3475556387
X	5837839	6	22342.3475556887
X	5848158	6	22342.3475557387
X	5891566	6	22343.3231719431
X	5941786	6	22343.8336813563
X	5943131	6	22343.8336814063
X	5945049	6	22343.8336814563
X	5958810	6	22343.8336815063
X	5962082	6	22343.8336815563
X	5965843	6	22343.8336816063
X	5972658	6	22343.8336816563
X	5975628	6	22343.8336817063
X	5983119	6	22343.8336817563
X	5984988	6	22343.8336818063
X	5990410	6	22343.8336818563
X	6015391	6	22343.8336819063
X	6016714	6	22343.8336819563
X	6018211	6	22344.1326886419
X	6020910	6	22344.6477211218
X	6050865	6	22344.9467277531
X	6062949	6	22344.9467278031
X	6067689	6	22344.9467278531
X	6075218	6	22344.9467279031
X	6093280	6	22344.9467279531
X	6093619	6	22345.2431006114
X	6096498	6	22345.2431006614
X	6104697	6	22345.5383712671
X	6113265	6	22346.0523700282
X	6114211	6	22346.5652464095
X	6114462	6	22347.0784748669
X	6118594	6	22347.524979273
X	6118750	6	22347.524979323
X	6128122	6	22348.5010633775
X	6128740	6	22349.0116268719
X	6147556	6	22349.5244616571
X	6192624	6	22349.5244617071
X	6201087	6	22349.5244617571
X	6203666	6	22349.5244618071
X	6205867	6	22349.5244618571
X	6211065	6	22349.5244619071
X	6212378	6	22349.5244619571
X	6224020	6	22349.5244620071
X	6224070	6	22349.5244620571
X	6240846	6	22349.5244621071
X	6246446	6	22349.5244621571
X	6247634	6	22349.5244622071
X	6251441	6	22349.5244622571
X	6263868	6	22349.5244623071
X	6266035	6	22349.826941784
X	6269883	6	22350.3419349316
X	6285209	6	22350.6410305042
X	6285882	6	22351.6224378152
X	6387069	6	22351.9251164444
X	6393965	6	22352.3740274257
X	6400425	6	22352.6790516512
X	6401624	6	22353.192357296
X	6478029	6	22353.7062976808
X	6480036	6	22354.012092127
X	6481296	6	22354.3119674978
X	6507512	6	22354.6195614185
X	6541233	6	22354.7022672509
X	6549381	6	22354.7022673009
X	6562845	6	22354.7767168834
X	6581553	6	22354.7767169334
X	6588511	6	22354.7767169834
X	6592209	6	22355.2948019994
X	6593445	6	22355.2948026952
X	6604373	6	22355.2948027452
X	6611275	6	22355.3700868509
X	6624073	6	22355.8862821283
X	6628410	6	22356.1819776203
X	6635276	6	22356.1819776703
X	6650715	6	22356.1819777203
X	6654659	6	22356.1819777703
X	6670251	6	22356.1819778203
X	6675471	6	22356.1819778703
X	6702972	6	22356.1819779203
X	6710210	6	22356.1819779703
X	6713510	6	22356.1819780203
X	6717208	6	22356.1819780703
X	6719894	6	22356.1819781203
X	6727587	6	22356.1819781703
X	6798075	6	22356.1819782203
X	6826425	6	22356.4783685574
X	6829611	6	22356.4783686074
X	6888910	6	22356.7747682806
X	6892749	6	22357.0710520866
X	6939275	6	22357.0710521366
X	6939276	6	22357.0710521866
X	6954121	6	22357.0710522366
X	7032214	6	22357.3673278241
X	7065688	6	22357.3673278741
X	7065689	6	22357.3673279241
X	7072065	6	22357.3673279741
X	7080803	6	22357.3673280241
X	7092113	6	22357.3673280741
X	7093932	6	22357.3673281241
X	7103756	6	22357.3673281741
X	7108936	6	22357.3673282241
X	7157233	6	22357.3673282741
X	7171517	6	22357.3673283241
X	7193936	6	22357.3673283741
X	7220470	6	22357.3673284241
X	7237108	6	22357.3673284741
X	7252064	6	22357.3673285241
X	7260340	6	22357.3673285741
X	7295563	6	22357.3673286241
X	7306681	6	22357.3673286741
X	7311868	6	22357.3673287241
X	7322907	6	22357.3673287741
X	7330342	6	22357.3673288241
X	7330932	6	22357.8795183249
X	7331885	6	22357.8795183749
X	7336315	6	22357.8795184249
X	7363761	6	22357.8795184749
X	7516978	6	22357.8795185249
X	7601613	6	22357.8795185749
X	7604118	6	22357.8795186249
X	7609710	6	22358.3910734983
X	7610719	6	22358.3910735483
X	7866197	6	22358.3910735983
X	7924476	6	22358.6939800333
X	7930999	6	22358.9975371886
X	7933557	6	22359.3010829306
X	7938486	6	22359.6046274902
X	7952673	6	22359.6046275402
X	7954516	6	22359.6046275902
X	8005825	6	22359.6046276402
X	8015339	6	22359.6046276902
X	8040715	6	22359.6046277402
X	8042009	6	22359.6046277902
X	8067778	6	22359.6046278402
X	8071211	6	22359.6046278902
X	8093275	6	22359.6046279402
X	8097206	6	22360.1168181683
X	8098596	6	22360.1168182183
X	8130392	6	22360.1168182683
X	8161933	6	22360.4157483251
X	8257128	6	22360.9318555367
X	8305027	6	22361.0186836671
X	8314921	6	22361.5348011042
X	8327703	6	22361.8317249384
X	8383537	6	22361.8317249884
X	8393246	6	22361.8317250384
X	8429584	6	22361.8317250884
X	8438526	6	22361.8317251384
X	8440765	6	22361.8317251884
X	8556653	6	22361.8317252384
X	8672201	6	22361.8317252884
X	8741864	6	22361.8317253384
X	8779545	6	22361.8317253884
X	8822483	6	22361.8317254384
X	8836443	6	22361.8317254884
X	8874751	6	22361.8317255384
X	8908299	6	22361.8317255884
X	8996734	6	22361.8317256384
X	9060532	6	22361.8317256884
X	9104849	6	22361.8317257384
X	9133567	6	22361.8317257884
X	9187607	6	22361.8317258384
X	9204092	6	22361.8317258884
X	9221914	6	22361.8317259384
X	9235034	6	22361.8317259884
X	9237684	6	22361.8317260384
X	9244024	6	22361.8317260884
X	9298739	6	22361.8317261384
X	9361159	6	22362.347179454
X	9368924	6	22362.347179504
X	9371467	6	22362.347179554
X	9396014	6	22362.347179604
X	9416662	6	22362.347179654
X	9456926	6	22362.347179704
X	9461948	6	22362.347179754
X	9478297	6	22362.347179804
X	9516742	6	22362.347179854
X	9574326	6	22362.347179904
X	9642460	6	22362.347179954
X	9648701	6	22362.347180004
X	9681236	6	22362.347180054
X	9683991	6	22362.347180104
X	9740540	6	22362.347180154
X	9771582	6	22362.347180204
X	9798143	6	22362.347180254
X	9808701	6	22362.347180304
X	9813798	6	22362.347180354
X	9817818	6	22362.347180404
X	9819612	6	22362.347180454
X	9834066	6	22362.347180504
X	9915190	6	22362.347180554
X	9924330	6	22362.347180604
X	9975999	6	22362.347180654
X	9976959	6	22362.347180704
X	9987624	6	22362.347180754
X	10059874	6	22362.347180804
X	10062474	6	22362.347180854
X	10070954	6	22362.347180904
X	10141723	6	22362.347180954
X	10143979	6	22362.6461874944
X	10156074	6	22363.1612231501
X	10181015	6	22363.4602296905
X	10331392	6	22363.4602297405
X	10364745	6	22363.4602297905
X	10392671	6	22363.4602298405
X	10424203	6	22363.4602298905
X	10520336	6	22363.4602299405
X	10550275	6	22363.4602299905
X	10676314	6	22363.4602300405
X	10751394	6	22363.4602300905
X	10768230	6	22363.4602301405
X	10818438	6	22363.4602301905
X	11113486	6	22363.4602302405
X	11127774	6	22363.4602302905
X	11582181	6	22363.4602303405
X	11599514	6	22363.4602303905
X	11606706	6	22363.4602304405
X	11609033	6	22363.4602304905
X	11632667	6	22363.4602305405
X	11639349	6	22363.4602305905
X	11651095	6	22363.4602306405
X	11660529	6	22363.4602306905
X	11681703	6	22363.4602307405
X	11706478	6	22363.4602307905
X	11844850	6	22363.4602308405
X	12009704	6	22363.4602308905
X	12058153	6	22363.4602309405
X	12059367	6	22363.4602309905
X	12060218	6	22363.759259032
X	12061864	6	22364.2736561228
X	12080379	6	22364.5726918444
X	12173873	6	22364.5726918944
X	12176586	6	22364.5726919444
X	12395778	6	22364.5726919944
X	12501012	6	22364.5726920444
X	12517029	6	22364.5726920944
X	12529117	6	22364.5726921444
X	12562888	6	22364.5726921944
X	12570073	6	22364.5726922444
X	12649405	6	22364.5726922944
X	12779379	6	22364.5726923444
X	12970715	6	22364.5726923944
X	12981332	6	22364.5726924444
X	13032207	6	22364.5726924944
X	13173402	6	22364.8640919757
X	13208286	6	22364.8640920257
X	13271672	6	22364.8640920757
X	13419973	6	22364.8640921257
X	13427216	6	22364.8640921757
X	13631597	6	22364.8640922257
X	13681637	6	22365.1554935035
X	13693306	6	22365.1554935535
X	13779716	6	22365.1554936035
X	13870267	6	22365.450609738
X	13996873	6	22365.9671896596
X	14006043	6	22365.9671908596
X	14049288	6	22365.9671909096
X	14149957	6	22366.0466605705
X	14168958	6	22366.5639052281
X	14186268	6	22366.6475130182
X	14276064	6	22367.1651498541
X	14289993	6	22367.1651499041
X	14304546	6	22367.1651499541
X	14314771	6	22367.4614107788
X	14333978	6	22367.9753776094
X	14335848	6	22367.9753776594
X	14339746	6	22367.9753777094
X	14340274	6	22368.2789757242
X	14341180	6	22368.5793332266
X	14341241	6	22368.8844685066
X	14344388	6	22368.8844685566
X	14493964	6	22368.8844686066
X	14506787	6	22368.8844686566
X	14671106	6	22369.4010036432
X	14715968	6	22369.7013671928
X	14784197	6	22369.7013672428
X	14817009	6	22369.7013672928
X	14818761	6	22369.7013673428
X	14833417	6	22369.7013673928
X	14839036	6	22369.7013674428
X	14845501	6	22369.7013674928
X	14847141	6	22369.7013675428
X	14880898	6	22369.7013675928
X	14973129	6	22369.7013676428
X	14980068	6	22369.7013676928
X	15071101	6	22369.7013677428
X	15089469	6	22369.7013677928
X	15098262	6	22369.7013678428
X	15103528	6	22369.7013678928
X	15104238	6	22369.7013679428
X	15106487	6	22369.7013679928
X	15114211	6	22369.7013680428
X	15124210	6	22369.7013680928
X	15202574	6	22369.7013681428
X	15211829	6	22369.7013681928
X	15324120	6	22370.2129488648
X	15407438	6	22370.7258199087
X	15521187	6	22370.7258199587
X	15532242	6	22370.7258200087
X	15542461	6	22370.7258200587
X	15555628	6	22370.7258201087
X	15626295	6	22370.7258201587
X	15630161	6	22370.7258202087
X	15746210	6	22370.7258202587
X	15789716	6	22371.2373677464
X	15795276	6	22371.2373677964
X	15802503	6	22371.2373678464
X	15852982	6	22371.2373678964
X	15910550	6	22371.2373679464
X	16032086	6	22371.2373679964
X	16081307	6	22371.2373680464
X	16111043	6	22371.7495839007
X	16123230	6	22372.2624385676
X	16123324	6	22372.2624386176
X	16126737	6	22372.2624386676
X	16137523	6	22372.2624387176
X	16141592	6	22372.2624387676
X	16145051	6	22372.2624388176
X	16170437	6	22372.2624388676
X	16182231	6	22372.2624389176
X	16184810	6	22372.2624389676
X	16209108	6	22372.2624390176
X	16284021	6	22372.2624390677
X	16289955	6	22372.2624391176
X	16367841	6	22372.2624391676
X	16436671	6	22372.2624392176
X	16526848	6	22372.2624392676
X	16536222	6	22372.2624393176
X	16545654	6	22372.2624393676
X	16549815	6	22372.5614672096
X	16556052	6	22373.0758702804
X	16572569	6	22373.374905731
X	16669652	6	22373.374905781
X	16757055	6	22373.374905831
X	16766832	6	22373.374905881
X	16769075	6	22373.374905931
X	16786014	6	22373.374905981
X	16813181	6	22373.374906031
X	16822338	6	22373.374906081
X	16826328	6	22373.374906131
X	16832714	6	22373.374906181
X	16836633	6	22373.374906231
X	16849362	6	22373.374906281
X	16852526	6	22373.374906331
X	16856060	6	22373.374906381
X	16879732	6	22373.374906431
X	16903568	6	22373.374906481
X	16938125	6	22373.374906531
X	16945683	6	22373.374906581
X	17017139	6	22373.8864732287
X	17027491	6	22374.3993446228
X	17047013	6	22374.3993446728
X	17093495	6	22374.3993447228
X	17099823	6	22374.7010618962
X	17101272	6	22374.7010619462
X	17118019	6	22375.0002053405
X	17136984	6	22375.5119525848
X	17162601	6	22375.5119526348
X	17183878	6	22375.5119526848
X	17233026	6	22375.5119527348
X	17245438	6	22375.5119527848
X	17251246	6	22375.5119528348
X	17252723	6	22375.5119528848
X	17272158	6	22375.5119529348
X	17274195	6	22375.5119529848
X	17278212	6	22375.5119530348
X	17278997	6	22376.0247747671
X	17284419	6	22376.0247748171
X	17289930	6	22376.0247748671
X	17294760	6	22376.0247749171
X	17390066	6	22376.0247749671
X	17582078	6	22376.0247750171
X	17642311	6	22376.0247750671
X	17644425	6	22376.0247751171
X	17655681	6	22376.0247751671
X	17656232	6	22376.0247752171
X	17661568	6	22376.0247752671
X	17669839	6	22376.0247753171
X	17705226	6	22376.0247753671
X	17712252	6	22376.0247754171
X	17724036	6	22376.0247754671
X	17726109	6	22376.0247755171
X	17730330	6	22376.0247755671
X	17734581	6	22376.5376007596
X	17746346	6	22376.5376008096
X	17750619	6	22376.5376008596
X	17763653	6	22376.8297779383
X	17764569	6	22376.8297779883
X	17924236	6	22377.1219550944
X	17928407	6	22377.1219551444
X	17950715	6	22377.1219551944
X	18011967	6	22377.1219552444
X	18042611	6	22377.1219552944
X	18070936	6	22377.1219553444
X	18234529	6	22377.1219553944
X	18240041	6	22377.1219554444
X	18243223	6	22377.1219554944
X	18265674	6	22377.1219555444
X	18280261	6	22377.1219555944
X	18318538	6	22377.6347807579
X	18328421	6	22377.6347808079
X	18331761	6	22377.6347808579
X	18341436	6	22377.6347809079
X	18361500	6	22377.6347809579
X	18436035	6	22377.6347810079
X	18510860	6	22377.6347810579
X	18518948	6	22377.6347811079
X	18534765	6	22377.6347811579
X	18558136	6	22377.6347812079
X	18580143	6	22377.6347812579
X	18608024	6	22377.6347813079
X	18652861	6	22377.6347813579
X	18657700	6	22378.1476193752
X	18663685	6	22378.6605109357
X	18730149	6	22379.1734057198
X	18734225	6	22379.6856089405
X	18737555	6	22379.6856089905
X	18801222	6	22379.6856090405
X	18804661	6	22379.9839801687
X	18848446	6	22380.4990191239
X	18850304	6	22380.7980136253
X	18878853	6	22380.7980136753
X	18885543	6	22380.7980137253
X	18886703	6	22380.7980137753
X	18892985	6	22380.7980138253
X	18898129	6	22380.7980138753
X	18944462	6	22380.7980139253
X	18977995	6	22380.7980139753
X	19045506	6	22380.7980140253
X	19142198	6	22381.3119726691
X	19264778	6	22381.607243432
X	19266117	6	22381.607243482
X	19268839	6	22381.9029762356
X	19284674	6	22381.9029762856
X	19290995	6	22381.9029763356
X	19296192	6	22381.9029763856
X	19323217	6	22381.9029764356
X	19375998	6	22382.4151633719
X	19386710	6	22382.4151634219
X	19388867	6	22382.4151634719
X	19394830	6	22382.4151635219
X	19398575	6	22382.4151635719
X	19400336	6	22382.415163622
X	19411178	6	22382.415163672
X	19411951	6	22382.7527985262
X	19415549	6	22383.2814987852
X	19417213	6	22383.6046475924
X	19433399	6	22383.6046476424
X	19438777	6	22383.6046476924
X	19460502	6	22383.6046477424
X	19468862	6	22383.6046477924
X	19471150	6	22383.6046478424
X	19497083	6	22383.6046478924
X	19498207	6	22383.6046479424
X	19530499	6	22384.1168528447
X	19533272	6	22384.1168528947
X	19533304	6	22384.1168529447
X	19539257	6	22384.1168529947
X	19573502	6	22384.1168530447
X	19581291	6	22384.1168530947
X	19618911	6	22384.1168531447
X	19621445	6	22384.1168531947
X	19627965	6	22384.1168532447
X	19628179	6	22384.4193850049
X	19630616	6	22384.933748507
X	19631237	6	22385.2362968114
X	19631775	6	22385.5389246812
X	19640944	6	22386.0532904013
X	19645948	6	22386.3552983032
X	19658065	6	22386.3552983532
X	19693539	6	22386.8692925362
X	19819623	6	22387.1650529736
X	19840944	6	22387.1650530236
X	19886654	6	22387.1650530736
X	19892355	6	22387.1650531236
X	19898550	6	22387.1650531736
X	19905106	6	22387.6809695907
X	19917338	6	22387.9793287804
X	20063411	6	22387.9793288304
X	20065020	6	22387.9793288804
