Chr	BP	num_rep	species
II	10350001	2023	inopinata
II	10360001	2043	inopinata
II	10370001	8415	inopinata
II	10380001	9340	inopinata
II	10390001	8040	inopinata
II	10400001	8469	inopinata
II	10410001	6276	inopinata
II	10420001	2047	inopinata
II	10430001	1331	inopinata
II	10440001	2480	inopinata
II	10450001	8516	inopinata
II	10460001	2255	inopinata
II	10470001	1305	inopinata
II	10480001	3838	inopinata
II	10490001	3287	inopinata
II	10500001	2663	inopinata
II	10510001	1248	inopinata
II	10520001	2831	inopinata
II	10530001	305	inopinata
II	10540001	1927	inopinata
II	10550001	3840	inopinata
II	10560001	3395	inopinata
II	10570001	6114	inopinata
II	10580001	2743	inopinata
II	10590001	145	inopinata
II	10600001	1757	inopinata
II	10610001	3220	inopinata
II	10620001	2254	inopinata
II	10630001	4631	inopinata
II	10640001	4795	inopinata
II	10650001	6435	inopinata
II	10660001	9745	inopinata
II	10670001	7694	inopinata
II	10680001	1447	inopinata
II	10690001	280	inopinata
II	10700001	1972	inopinata
II	10710001	4164	inopinata
II	10720001	2588	inopinata
II	10730001	2213	inopinata
II	10740001	2353	inopinata
II	10750001	1589	inopinata
II	10760001	4086	inopinata
II	10770001	1467	inopinata
II	10780001	413	inopinata
II	10790001	1446	inopinata
II	10800001	3110	inopinata
II	10810001	4556	inopinata
II	10820001	5527	inopinata
II	10830001	3595	inopinata
II	10840001	1151	inopinata
II	10850001	3434	inopinata
II	10860001	1407	inopinata
II	10870001	1036	inopinata
II	10880001	2527	inopinata
II	10890001	6292	inopinata
II	10900001	4537	inopinata
II	10910001	3753	inopinata
II	10920001	2039	inopinata
II	10930001	5686	inopinata
II	10940001	2418	inopinata
II	10950001	6065	inopinata
II	10960001	10000	inopinata
II	10970001	4027	inopinata
II	10980001	940	inopinata
II	10990001	259	inopinata
II	11000001	867	inopinata
II	11010001	5793	inopinata
II	11020001	4031	inopinata
II	11030001	5232	inopinata
II	11040001	5981	inopinata
II	11050001	9162	inopinata
II	11060001	9111	inopinata
II	11070001	6458	inopinata
II	11080001	5016	inopinata
II	11090001	6903	inopinata
II	11100001	7736	inopinata
II	11110001	6272	inopinata
II	11120001	7201	inopinata
II	11130001	8252	inopinata
II	11140001	2006	inopinata
II	11150001	1131	inopinata
II	11160001	888	inopinata
II	11170001	1782	inopinata
II	11180001	588	inopinata
II	11190001	250	inopinata
II	11200001	4353	inopinata
II	11210001	9293	inopinata
II	11220001	9998	inopinata
II	11230001	7184	inopinata
II	11240001	9995	inopinata
II	11250001	9758	inopinata
II	11260001	9245	inopinata
II	11270001	9996	inopinata
II	11280001	9121	inopinata
II	11290001	10000	inopinata
II	11300001	9548	inopinata
II	11310001	7263	inopinata
II	11320001	8235	inopinata
II	11330001	9998	inopinata
II	11340001	9983	inopinata
II	11350001	9087	inopinata
II	11360001	9589	inopinata
II	11370001	9380	inopinata
II	11380001	9302	inopinata
II	11390001	3453	inopinata
II	11400001	1487	inopinata
II	11410001	229	inopinata
II	11420001	7050	inopinata
II	11430001	3957	inopinata
II	11440001	6039	inopinata
II	11450001	4156	inopinata
II	11460001	5944	inopinata
II	11470001	8676	inopinata
II	11480001	5404	inopinata
II	11490001	4181	inopinata
II	11500001	702	inopinata
II	11510001	582	inopinata
II	11520001	3517	inopinata
II	11530001	3225	inopinata
II	11540001	231	inopinata
II	11550001	155	inopinata
II	11560001	7594	inopinata
II	11570001	9560	inopinata
II	11580001	2257	inopinata
II	11590001	1852	inopinata
II	11600001	4728	inopinata
II	11610001	2183	inopinata
II	11620001	4266	inopinata
II	11630001	1231	inopinata
II	11640001	322	inopinata
II	11650001	1099	inopinata
II	11660001	721	inopinata
II	11670001	1046	inopinata
II	11680001	1292	inopinata
II	11690001	1491	inopinata
II	11700001	4211	inopinata
II	11710001	2347	inopinata
II	11720001	612	inopinata
II	11730001	898	inopinata
II	11740001	2295	inopinata
II	11750001	191	inopinata
II	11760001	228	inopinata
II	11770001	702	inopinata
II	11780001	1084	inopinata
II	11790001	1115	inopinata
II	11800001	1277	inopinata
II	11810001	3836	inopinata
II	11820001	3473	inopinata
II	11830001	2473	inopinata
II	11840001	2690	inopinata
II	11850001	333	inopinata
II	11860001	634	inopinata
II	11870001	5226	inopinata
II	11880001	5262	inopinata
II	11890001	3769	inopinata
II	11900001	1884	inopinata
II	11910001	3089	inopinata
II	11920001	4967	inopinata
II	11930001	8682	inopinata
II	11940001	5691	inopinata
II	11950001	6415	inopinata
II	11960001	6166	inopinata
II	11970001	7319	inopinata
II	11980001	9823	inopinata
II	11990001	9162	inopinata
II	12000001	6192	inopinata
II	12010001	1923	inopinata
II	12020001	3471	inopinata
II	12030001	1892	inopinata
II	12040001	1650	inopinata
II	12050001	3179	inopinata
II	12060001	2966	inopinata
II	12070001	2676	inopinata
II	12080001	1376	inopinata
II	12090001	96	inopinata
II	12100001	890	inopinata
II	12110001	2580	inopinata
II	12120001	1621	inopinata
II	12130001	1173	inopinata
II	12140001	2038	inopinata
II	12150001	3886	inopinata
II	12160001	2639	inopinata
II	12170001	3004	inopinata
II	12180001	1721	inopinata
II	12190001	203	inopinata
II	12200001	2350	inopinata
II	12210001	1840	inopinata
II	12220001	3277	inopinata
II	12230001	2955	inopinata
II	12240001	4456	inopinata
II	12250001	2955	inopinata
II	12260001	1549	inopinata
II	12270001	4749	inopinata
II	12280001	4071	inopinata
II	12290001	4988	inopinata
II	12300001	4191	inopinata
II	12310001	8235	inopinata
II	12320001	7241	inopinata
II	12330001	9979	inopinata
II	12340001	9707	inopinata
II	12350001	9992	inopinata
II	12360001	1800	inopinata
II	12370001	0	inopinata
II	12380001	44	inopinata
II	12390001	7412	inopinata
II	12400001	4136	inopinata
II	12410001	2666	inopinata
II	12420001	804	inopinata
II	12430001	3959	inopinata
II	12440001	5588	inopinata
II	12450001	4496	inopinata
II	12460001	1972	inopinata
II	12470001	1953	inopinata
II	12480001	4999	inopinata
II	12490001	289	inopinata
II	12500001	5265	inopinata
II	12510001	3557	inopinata
II	12520001	2588	inopinata
II	12530001	1096	inopinata
II	12540001	3227	inopinata
II	12550001	3975	inopinata
II	12560001	879	inopinata
II	12570001	4636	inopinata
II	12580001	4407	inopinata
II	12590001	2929	inopinata
II	12600001	2085	inopinata
II	12610001	7650	inopinata
II	12620001	3826	inopinata
II	12630001	831	inopinata
II	12640001	1862	inopinata
II	12650001	2488	inopinata
II	12660001	1271	inopinata
II	12670001	1786	inopinata
II	12680001	1285	inopinata
II	12690001	1034	inopinata
II	12700001	871	inopinata
II	12710001	2205	inopinata
II	12720001	2195	inopinata
II	12730001	50	inopinata
II	12740001	246	inopinata
II	12750001	1933	inopinata
II	12760001	2925	inopinata
II	12770001	916	inopinata
II	12780001	3690	inopinata
II	12790001	8570	inopinata
II	12800001	5169	inopinata
II	12810001	4538	inopinata
II	12820001	5637	inopinata
II	12830001	3473	inopinata
II	12840001	1690	inopinata
II	12850001	829	inopinata
II	12860001	3494	inopinata
II	12870001	1708	inopinata
II	12880001	1012	inopinata
II	12890001	828	inopinata
II	12900001	3970	inopinata
II	12910001	10000	inopinata
II	12920001	4939	inopinata
II	12930001	4017	inopinata
II	12940001	3784	inopinata
II	12950001	1894	inopinata
II	12960001	60	inopinata
II	12970001	674	inopinata
II	12980001	1603	inopinata
II	12990001	3751	inopinata
II	13000001	4099	inopinata
II	13010001	2898	inopinata
II	13020001	956	inopinata
II	13030001	0	inopinata
II	13040001	1088	inopinata
II	13050001	1626	inopinata
II	13060001	3299	inopinata
II	13070001	5035	inopinata
II	13080001	3907	inopinata
II	13090001	3251	inopinata
II	13100001	4746	inopinata
II	13110001	2771	inopinata
II	13120001	1207	inopinata
II	13130001	438	inopinata
II	13140001	1115	inopinata
II	13150001	3940	inopinata
II	13160001	1935	inopinata
II	13170001	570	inopinata
II	13180001	4554	inopinata
II	13190001	93	inopinata
II	13200001	3053	inopinata
II	13210001	5637	inopinata
II	13220001	2481	inopinata
II	13230001	2824	inopinata
II	13240001	901	inopinata
II	13250001	1663	inopinata
II	13260001	3278	inopinata
II	13270001	2087	inopinata
II	13280001	1574	inopinata
II	13290001	1634	inopinata
II	13300001	958	inopinata
II	13310001	760	inopinata
II	13320001	2489	inopinata
II	13330001	206	inopinata
II	13340001	4485	inopinata
II	13350001	3573	inopinata
II	13360001	1975	inopinata
II	13370001	3483	inopinata
II	13380001	7138	inopinata
II	13390001	2438	inopinata
II	13400001	1010	inopinata
II	13410001	777	inopinata
II	13420001	2207	inopinata
II	13430001	3854	inopinata
II	13440001	4689	inopinata
II	13450001	1451	inopinata
II	13460001	884	inopinata
II	13470001	761	inopinata
II	13480001	877	inopinata
II	13490001	830	inopinata
II	13500001	725	inopinata
II	13510001	913	inopinata
II	13520001	923	inopinata
II	13530001	3904	inopinata
II	13540001	1549	inopinata
II	13550001	1685	inopinata
II	13560001	1608	inopinata
II	13570001	3259	inopinata
II	13580001	3703	inopinata
II	13590001	3862	inopinata
II	13600001	5021	inopinata
II	13610001	4969	inopinata
II	13620001	236	inopinata
II	13630001	718	inopinata
II	13640001	2868	inopinata
II	13650001	2795	inopinata
II	13660001	2228	inopinata
II	13670001	2168	inopinata
II	13680001	3223	inopinata
II	13690001	2645	inopinata
II	13700001	5422	inopinata
II	13710001	1414	inopinata
II	13720001	371	inopinata
II	13730001	4281	inopinata
II	13740001	4703	inopinata
II	13750001	5860	inopinata
II	13760001	8063	inopinata
II	13770001	5749	inopinata
II	13780001	4386	inopinata
II	13790001	4323	inopinata
II	13800001	3138	inopinata
II	13810001	3116	inopinata
II	13820001	3484	inopinata
II	13830001	9941	inopinata
II	13840001	2073	inopinata
II	13850001	4123	inopinata
II	13860001	2204	inopinata
II	13870001	3207	inopinata
II	13880001	411	inopinata
II	13890001	3063	inopinata
II	13900001	5334	inopinata
II	13910001	4160	inopinata
II	13920001	3565	inopinata
II	13930001	4508	inopinata
II	13940001	5266	inopinata
II	13950001	1477	inopinata
II	13960001	7146	inopinata
II	13970001	192	inopinata
II	13980001	3206	inopinata
II	13990001	3122	inopinata
II	14000001	2681	inopinata
II	14010001	8256	inopinata
II	14020001	5393	inopinata
II	14030001	420	inopinata
II	14040001	180	inopinata
II	14050001	2421	inopinata
II	14060001	581	inopinata
II	14070001	8385	inopinata
II	14080001	3056	inopinata
II	14090001	30	inopinata
II	14100001	560	inopinata
II	14110001	6173	inopinata
II	14120001	1245	inopinata
II	14130001	1751	inopinata
II	14140001	2716	inopinata
II	14150001	1050	inopinata
II	14160001	1678	inopinata
II	14170001	2721	inopinata
II	14180001	1230	inopinata
II	14190001	7555	inopinata
II	14200001	4090	inopinata
II	14210001	5665	inopinata
II	14220001	1894	inopinata
II	14230001	2121	inopinata
II	14240001	397	inopinata
II	14250001	1403	inopinata
II	14260001	3764	inopinata
II	14270001	2043	inopinata
II	14280001	4029	inopinata
II	14290001	250	inopinata
II	14300001	2708	inopinata
II	14310001	1615	inopinata
II	14320001	591	inopinata
II	14330001	3076	inopinata
II	14340001	3013	inopinata
II	14350001	1679	inopinata
II	14360001	7908	inopinata
II	14370001	7465	inopinata
II	14380001	3707	inopinata
II	14390001	844	inopinata
II	14400001	33	inopinata
II	14410001	1576	inopinata
II	14420001	4185	inopinata
II	14430001	2920	inopinata
II	14440001	2914	inopinata
II	14450001	1853	inopinata
II	14460001	5890	inopinata
II	14470001	255	inopinata
II	14480001	2178	inopinata
II	14490001	1930	inopinata
II	14500001	2096	inopinata
II	14510001	5872	inopinata
II	14520001	2605	inopinata
II	14530001	5410	inopinata
II	14540001	5402	inopinata
II	14550001	1709	inopinata
II	14560001	2607	inopinata
II	14570001	2060	inopinata
II	14580001	1878	inopinata
II	14590001	6192	inopinata
II	14600001	2393	inopinata
II	14610001	4635	inopinata
II	14620001	3233	inopinata
II	14630001	2707	inopinata
II	14640001	5749	inopinata
II	14650001	62	inopinata
II	14660001	1889	inopinata
II	14670001	2894	inopinata
II	14680001	2627	inopinata
II	14690001	2779	inopinata
II	14700001	2925	inopinata
II	14710001	3107	inopinata
II	14720001	1694	inopinata
II	14730001	2697	inopinata
II	14740001	3937	inopinata
II	14750001	1490	inopinata
II	14760001	3287	inopinata
II	14770001	2195	inopinata
II	14780001	1023	inopinata
II	14790001	248	inopinata
II	14800001	434	inopinata
II	14810001	855	inopinata
II	14820001	5691	inopinata
II	14830001	1878	inopinata
II	14840001	2406	inopinata
II	14850001	4342	inopinata
II	14860001	685	inopinata
II	14870001	1039	inopinata
II	14880001	2774	inopinata
II	14890001	3952	inopinata
II	14900001	3661	inopinata
II	14910001	4336	inopinata
II	14920001	1191	inopinata
II	14930001	3696	inopinata
II	14940001	538	inopinata
II	14950001	118	inopinata
II	14960001	1798	inopinata
II	14970001	1128	inopinata
II	14980001	2000	inopinata
II	14990001	2405	inopinata
II	15000001	4624	inopinata
II	15010001	2899	inopinata
II	15020001	5406	inopinata
II	15030001	2400	inopinata
II	15040001	1009	inopinata
II	15050001	1623	inopinata
II	15060001	3656	inopinata
II	15070001	4543	inopinata
II	15080001	5861	inopinata
II	15090001	2901	inopinata
II	15100001	4752	inopinata
II	15110001	2785	inopinata
II	15120001	150	inopinata
II	15130001	1163	inopinata
II	15140001	2043	inopinata
II	15150001	557	inopinata
II	15160001	1600	inopinata
II	15170001	5678	inopinata
II	15180001	3789	inopinata
II	15190001	6143	inopinata
II	15200001	1248	inopinata
II	15210001	662	inopinata
II	15220001	3133	inopinata
II	15230001	1017	inopinata
II	15240001	101	inopinata
II	15250001	1139	inopinata
II	15260001	3554	inopinata
II	15270001	2960	inopinata
II	15280001	2051	inopinata
II	15290001	2119	inopinata
II	15300001	1520	inopinata
II	15310001	6877	inopinata
II	15320001	3127	inopinata
II	15330001	4745	inopinata
II	15340001	2343	inopinata
II	15350001	1215	inopinata
II	15360001	1425	inopinata
II	15370001	4741	inopinata
II	15380001	397	inopinata
II	15390001	4999	inopinata
II	15400001	5005	inopinata
II	15410001	6815	inopinata
II	15420001	5726	inopinata
II	15430001	6661	inopinata
II	15440001	1470	inopinata
II	15450001	3027	inopinata
II	15460001	4443	inopinata
II	15470001	5010	inopinata
II	15480001	3944	inopinata
II	15490001	1184	inopinata
II	15500001	3005	inopinata
II	15510001	1391	inopinata
II	15520001	626	inopinata
II	15530001	1759	inopinata
II	15540001	5276	inopinata
II	15550001	4422	inopinata
II	15560001	810	inopinata
II	15570001	9	inopinata
II	15580001	2185	inopinata
II	15590001	3180	inopinata
II	15600001	1339	inopinata
II	15610001	2138	inopinata
II	15620001	2785	inopinata
II	15630001	2228	inopinata
II	15640001	2885	inopinata
II	15650001	2252	inopinata
II	15660001	1247	inopinata
II	15670001	2734	inopinata
II	15680001	877	inopinata
II	15690001	976	inopinata
II	15700001	2751	inopinata
II	15710001	4519	inopinata
II	15720001	2981	inopinata
II	15730001	4859	inopinata
II	15740001	2609	inopinata
II	15750001	3206	inopinata
II	15760001	3235	inopinata
II	15770001	3420	inopinata
II	15780001	5343	inopinata
II	15790001	2613	inopinata
II	15800001	4781	inopinata
II	15810001	545	inopinata
II	15820001	2359	inopinata
II	15830001	2287	inopinata
II	15840001	501	inopinata
II	15850001	2776	inopinata
II	15860001	6463	inopinata
II	15870001	3068	inopinata
II	15880001	3848	inopinata
II	15890001	1187	inopinata
II	15900001	1519	inopinata
II	15910001	3435	inopinata
II	15920001	3549	inopinata
II	15930001	2735	inopinata
II	15940001	6094	inopinata
II	15950001	2801	inopinata
II	15960001	4507	inopinata
II	15970001	1763	inopinata
II	15980001	2382	inopinata
II	15990001	1101	inopinata
II	16000001	5094	inopinata
II	16010001	3718	inopinata
II	16020001	3286	inopinata
II	16030001	4930	inopinata
II	16040001	3675	inopinata
II	16050001	1574	inopinata
II	16060001	392	inopinata
II	16070001	3896	inopinata
II	16080001	2412	inopinata
II	16090001	5122	inopinata
II	16100001	3683	inopinata
II	16110001	5834	inopinata
II	16120001	9081	inopinata
II	16130001	4280	inopinata
II	16140001	5595	inopinata
II	16150001	5217	inopinata
II	16160001	5940	inopinata
II	16170001	4429	inopinata
II	16180001	4563	inopinata
II	16190001	2108	inopinata
II	16200001	4314	inopinata
II	16210001	5855	inopinata
II	16220001	4854	inopinata
II	16230001	2301	inopinata
II	16240001	414	inopinata
II	16250001	1052	inopinata
II	16260001	3854	inopinata
II	16270001	5374	inopinata
II	16280001	5649	inopinata
II	16290001	2540	inopinata
II	16300001	4005	inopinata
II	16310001	4555	inopinata
II	16320001	4244	inopinata
II	16330001	5622	inopinata
II	16340001	4732	inopinata
II	16350001	838	inopinata
II	16360001	1695	inopinata
II	16370001	2666	inopinata
II	16380001	4779	inopinata
II	16390001	2578	inopinata
II	16400001	5009	inopinata
II	16410001	6056	inopinata
II	16420001	1892	inopinata
II	16430001	2672	inopinata
II	16440001	6259	inopinata
II	16450001	6614	inopinata
II	16460001	6576	inopinata
II	16470001	2443	inopinata
II	16480001	906	inopinata
II	16490001	2568	inopinata
II	16500001	4745	inopinata
II	16510001	3848	inopinata
II	16520001	440	inopinata
II	16530001	767	inopinata
II	16540001	4113	inopinata
II	16550001	4480	inopinata
II	16560001	3139	inopinata
II	16570001	5189	inopinata
II	16580001	2662	inopinata
II	16590001	5102	inopinata
II	16600001	7900	inopinata
II	16610001	7070	inopinata
II	16620001	3719	inopinata
II	16630001	3948	inopinata
II	16640001	3549	inopinata
II	16650001	4414	inopinata
II	16660001	4306	inopinata
II	16670001	3128	inopinata
II	16680001	6161	inopinata
II	16690001	4600	inopinata
II	16700001	3372	inopinata
II	16710001	191	inopinata
II	16720001	1341	inopinata
II	16730001	1725	inopinata
II	16740001	905	inopinata
II	16750001	1581	inopinata
II	16760001	3741	inopinata
II	16770001	3698	inopinata
II	16780001	728	inopinata
II	16790001	2785	inopinata
II	16800001	1517	inopinata
II	16810001	5027	inopinata
II	16820001	2851	inopinata
II	16830001	123	inopinata
II	16840001	920	inopinata
II	16850001	3743	inopinata
II	16860001	6516	inopinata
II	16870001	2700	inopinata
II	16880001	4363	inopinata
II	16890001	3375	inopinata
II	16900001	3056	inopinata
II	16910001	1293	inopinata
II	16920001	375	inopinata
II	16930001	1862	inopinata
II	16940001	2999	inopinata
II	16950001	3299	inopinata
II	16960001	4577	inopinata
II	16970001	6591	inopinata
II	16980001	1941	inopinata
II	16990001	1154	inopinata
II	17000001	891	inopinata
II	17010001	987	inopinata
II	17020001	1866	inopinata
II	17030001	6589	inopinata
II	17040001	4589	inopinata
II	17050001	3056	inopinata
II	17060001	2095	inopinata
II	17070001	3534	inopinata
II	17080001	6550	inopinata
II	17090001	6777	inopinata
II	17100001	6567	inopinata
II	17110001	837	inopinata
II	17120001	4815	inopinata
II	17130001	6369	inopinata
II	17140001	5321	inopinata
II	17150001	1587	inopinata
II	17160001	4058	inopinata
II	17170001	756	inopinata
II	17180001	1857	inopinata
II	17190001	4707	inopinata
II	17200001	6095	inopinata
II	17210001	4858	inopinata
II	17220001	3549	inopinata
II	17230001	5004	inopinata
II	17240001	5903	inopinata
II	17250001	7069	inopinata
II	17260001	4593	inopinata
II	17270001	71	inopinata
II	17280001	194	inopinata
II	17290001	1919	inopinata
II	17300001	3378	inopinata
II	17310001	4550	inopinata
II	17320001	4721	inopinata
II	17330001	3899	inopinata
II	17340001	1441	inopinata
II	17350001	1069	inopinata
II	17360001	2617	inopinata
II	17370001	2515	inopinata
II	17380001	3551	inopinata
II	17390001	5659	inopinata
II	17400001	5447	inopinata
II	17410001	1665	inopinata
II	17420001	386	inopinata
II	17430001	7593	inopinata
II	17440001	2073	inopinata
II	17450001	578	inopinata
II	17460001	1841	inopinata
II	17470001	6658	inopinata
II	17480001	2631	inopinata
II	17490001	4656	inopinata
II	17500001	2616	inopinata
II	17510001	3192	inopinata
II	17520001	4400	inopinata
II	17530001	2821	inopinata
II	17540001	4146	inopinata
II	17550001	1770	inopinata
II	17560001	1872	inopinata
II	17570001	6305	inopinata
II	17580001	3904	inopinata
II	17590001	2701	inopinata
II	17600001	3960	inopinata
II	17610001	513	inopinata
II	17620001	1075	inopinata
II	17630001	4138	inopinata
II	17640001	6446	inopinata
II	17650001	1866	inopinata
II	17660001	1682	inopinata
II	17670001	134	inopinata
II	17680001	3207	inopinata
II	17690001	2515	inopinata
II	17700001	3804	inopinata
II	17710001	4505	inopinata
II	17720001	3124	inopinata
II	17730001	89	inopinata
II	17740001	763	inopinata
II	17750001	415	inopinata
II	17760001	1435	inopinata
II	17770001	3107	inopinata
II	17780001	4378	inopinata
II	17790001	2024	inopinata
II	17800001	3789	inopinata
II	17810001	2314	inopinata
II	17820001	5680	inopinata
II	17830001	4419	inopinata
II	17840001	4876	inopinata
II	17850001	2785	inopinata
II	17860001	5133	inopinata
II	17870001	1483	inopinata
II	17880001	2668	inopinata
II	17890001	1374	inopinata
II	17900001	5092	inopinata
II	17910001	3470	inopinata
II	17920001	657	inopinata
II	17930001	3439	inopinata
II	17940001	5566	inopinata
II	17950001	6665	inopinata
II	17960001	5802	inopinata
II	17970001	4124	inopinata
II	17980001	4041	inopinata
II	17990001	5426	inopinata
II	18000001	3077	inopinata
II	18010001	3045	inopinata
II	18020001	433	inopinata
II	18030001	4308	inopinata
II	18040001	1343	inopinata
II	18050001	314	inopinata
II	18060001	456	inopinata
II	18070001	4957	inopinata
II	18080001	308	inopinata
II	18090001	2981	inopinata
II	18100001	1614	inopinata
II	18110001	106	inopinata
II	18120001	1291	inopinata
II	18130001	3018	inopinata
II	18140001	5401	inopinata
II	18150001	4319	inopinata
II	18160001	5795	inopinata
II	18170001	3109	inopinata
II	18180001	257	inopinata
II	18190001	1765	inopinata
II	18200001	3687	inopinata
II	18210001	3556	inopinata
II	18220001	3239	inopinata
II	18230001	1568	inopinata
II	18240001	1734	inopinata
II	18250001	5361	inopinata
II	18260001	2584	inopinata
II	18270001	5989	inopinata
II	18280001	3131	inopinata
II	18290001	3313	inopinata
II	18300001	443	inopinata
II	18310001	4891	inopinata
II	18320001	4486	inopinata
II	18330001	1709	inopinata
II	18340001	4023	inopinata
II	18350001	3488	inopinata
II	18360001	2446	inopinata
II	18370001	3055	inopinata
II	18380001	3140	inopinata
II	18390001	2085	inopinata
II	18400001	0	inopinata
II	18410001	1263	inopinata
II	18420001	1648	inopinata
II	18430001	1048	inopinata
II	18440001	895	inopinata
II	18450001	1561	inopinata
II	18460001	4905	inopinata
II	18470001	2226	inopinata
II	18480001	4610	inopinata
II	18490001	2739	inopinata
II	18500001	3596	inopinata
II	18510001	5066	inopinata
II	18520001	4247	inopinata
II	18530001	1600	inopinata
II	18540001	3539	inopinata
II	18550001	6183	inopinata
II	18560001	5959	inopinata
II	18570001	3762	inopinata
II	18580001	351	inopinata
II	18590001	1541	inopinata
II	18600001	5063	inopinata
II	18610001	6948	inopinata
II	18620001	1212	inopinata
II	18630001	1854	inopinata
II	18640001	5098	inopinata
II	18650001	6131	inopinata
II	18660001	3602	inopinata
II	18670001	1430	inopinata
II	18680001	3311	inopinata
II	18690001	2650	inopinata
II	18700001	496	inopinata
II	18710001	2021	inopinata
II	18720001	1018	inopinata
II	18730001	6271	inopinata
II	18740001	1362	inopinata
II	18750001	4339	inopinata
II	18760001	575	inopinata
II	18770001	5290	inopinata
II	18780001	5348	inopinata
II	18790001	2763	inopinata
II	18800001	570	inopinata
II	18810001	333	inopinata
II	18820001	2687	inopinata
II	18830001	6065	inopinata
II	18840001	6243	inopinata
II	18850001	5912	inopinata
II	18860001	1775	inopinata
II	18870001	1691	inopinata
II	18880001	5441	inopinata
II	18890001	3800	inopinata
II	18900001	2397	inopinata
II	18910001	6018	inopinata
II	18920001	6415	inopinata
II	18930001	168	inopinata
II	18940001	589	inopinata
II	18950001	1348	inopinata
II	18960001	992	inopinata
II	18970001	3441	inopinata
II	18980001	332	inopinata
II	18990001	190	inopinata
II	19000001	5107	inopinata
II	19010001	1200	inopinata
II	19020001	811	inopinata
II	19030001	1780	inopinata
II	19040001	2089	inopinata
II	19050001	1333	inopinata
II	19060001	1095	inopinata
II	19070001	1257	inopinata
II	19080001	3261	inopinata
II	19090001	4785	inopinata
II	19100001	110	inopinata
II	19110001	1069	inopinata
II	19120001	4845	inopinata
II	19130001	2794	inopinata
II	19140001	3107	inopinata
II	19150001	3668	inopinata
II	19160001	4495	inopinata
II	19170001	1462	inopinata
II	19180001	2835	inopinata
II	19190001	4058	inopinata
II	19200001	1354	inopinata
II	19210001	2910	inopinata
II	19220001	4635	inopinata
II	19230001	2587	inopinata
II	19240001	3148	inopinata
II	19250001	2184	inopinata
II	19260001	2030	inopinata
II	19270001	1714	inopinata
II	19280001	4811	inopinata
II	19290001	3918	inopinata
II	19300001	3757	inopinata
II	19310001	2089	inopinata
II	19320001	4742	inopinata
II	19330001	1705	inopinata
II	19340001	2743	inopinata
II	19350001	1066	inopinata
II	19360001	2317	inopinata
II	19370001	2309	inopinata
II	19380001	3863	inopinata
II	19390001	2852	inopinata
II	19400001	2158	inopinata
II	19410001	1050	inopinata
II	19420001	872	inopinata
II	19430001	2065	inopinata
II	19440001	1215	inopinata
II	19450001	4012	inopinata
II	19460001	5301	inopinata
II	19470001	2001	inopinata
II	19480001	3152	inopinata
II	19490001	606	inopinata
II	19500001	2276	inopinata
II	19510001	3935	inopinata
II	19520001	721	inopinata
II	19530001	993	inopinata
II	19540001	858	inopinata
II	19550001	2862	inopinata
II	19560001	240	inopinata
II	19570001	2933	inopinata
II	19580001	2803	inopinata
II	19590001	1344	inopinata
II	19600001	3311	inopinata
II	19610001	1671	inopinata
II	19620001	4931	inopinata
II	19630001	924	inopinata
II	19640001	1996	inopinata
II	19650001	289	inopinata
II	19660001	2489	inopinata
II	19670001	1470	inopinata
II	19680001	6009	inopinata
II	19690001	2518	inopinata
II	19700001	3434	inopinata
II	19710001	1963	inopinata
II	19720001	2449	inopinata
II	19730001	1833	inopinata
II	19740001	1695	inopinata
II	19750001	3195	inopinata
II	19760001	1136	inopinata
II	19770001	3126	inopinata
II	19780001	4387	inopinata
II	19790001	3509	inopinata
II	19800001	3791	inopinata
II	19810001	3916	inopinata
II	19820001	2569	inopinata
II	19830001	2822	inopinata
II	19840001	2623	inopinata
II	19850001	2188	inopinata
II	19860001	1252	inopinata
II	19870001	483	inopinata
II	19880001	201	inopinata
II	19890001	2099	inopinata
II	19900001	131	inopinata
II	19910001	2823	inopinata
II	19920001	468	inopinata
II	19930001	1050	inopinata
II	19940001	701	inopinata
II	19950001	312	inopinata
II	19960001	674	inopinata
II	19970001	3337	inopinata
II	19980001	3338	inopinata
II	19990001	1577	inopinata
II	20000001	4244	inopinata
II	20010001	3352	inopinata
II	20020001	3665	inopinata
II	20030001	2650	inopinata
II	20040001	517	inopinata
II	20050001	3287	inopinata
II	20060001	4035	inopinata
II	20070001	1103	inopinata
II	20080001	1771	inopinata
II	20090001	1278	inopinata
II	20100001	8251	inopinata
II	20110001	4823	inopinata
I	1	8732	inopinata
I	10001	8756	inopinata
I	20001	8878	inopinata
I	30001	5433	inopinata
I	40001	2993	inopinata
I	50001	5699	inopinata
I	60001	3773	inopinata
I	70001	684	inopinata
I	80001	2059	inopinata
I	90001	0	inopinata
I	100001	1495	inopinata
I	110001	1364	inopinata
I	120001	1156	inopinata
I	130001	3212	inopinata
I	140001	1151	inopinata
I	150001	3501	inopinata
I	160001	266	inopinata
I	170001	566	inopinata
I	180001	3905	inopinata
I	190001	1067	inopinata
I	200001	3343	inopinata
I	210001	2062	inopinata
I	220001	110	inopinata
I	230001	118	inopinata
I	240001	2119	inopinata
I	250001	4389	inopinata
I	260001	879	inopinata
I	270001	1009	inopinata
I	280001	1614	inopinata
I	290001	924	inopinata
I	300001	168	inopinata
I	310001	3612	inopinata
I	320001	1822	inopinata
I	330001	690	inopinata
I	340001	2535	inopinata
I	350001	1710	inopinata
